County & State,School Year,County Code,State ANSI Code,Enrollment
"Tipton County, IN",11-12,159,18,87
"Tipton County, IN",13-14,159,18,76
"Todd County, MN",11-12,153,27,237
"Todd County, MN",13-14,153,27,126
"Todd County, MN",15-16,153,27,44
"Todd County, MN",17-18,153,27,301
"Todd County, MN",19-20,153,27,292
"Todd County, MN",21-22,153,27,261
"Todd County, SD",17-18,121,46,39
"Todd County, SD",19-20,121,46,54
"Todd County, SD",21-22,121,46,43
"Tolland County, CT",11-12,13,9,173
"Tolland County, CT",13-14,13,9,91
"Tolland County, CT",15-16,13,9,82
"Tom Green County, TX",11-12,451,48,102
"Tom Green County, TX",13-14,451,48,99
"Tom Green County, TX",15-16,451,48,104
"Tom Green County, TX",17-18,451,48,132
"Tom Green County, TX",19-20,451,48,124
"Tom Green County, TX",21-22,451,48,103
"Tompkins County, NY",11-12,109,36,99
"Tompkins County, NY",13-14,109,36,80
"Tooele County, UT",11-12,45,49,172
"Tooele County, UT",15-16,45,49,150
"Tooele County, UT",17-18,45,49,147
"Tooele County, UT",19-20,45,49,119
"Tooele County, UT",21-22,45,49,104
"Travis County, TX",11-12,453,48,2231
"Travis County, TX",13-14,453,48,1869
"Travis County, TX",15-16,453,48,2263
"Travis County, TX",17-18,453,48,2196
"Travis County, TX",19-20,453,48,2230
"Travis County, TX",21-22,453,48,2116
"Trempealeau County, WI",11-12,121,55,176
"Trempealeau County, WI",13-14,121,55,194
"Trempealeau County, WI",15-16,121,55,202
"Trempealeau County, WI",17-18,121,55,212
"Trempealeau County, WI",19-20,121,55,243
"Trempealeau County, WI",21-22,121,55,242
"Trumbull County, OH",11-12,155,39,1283
"Trumbull County, OH",13-14,155,39,1256
"Trumbull County, OH",15-16,155,39,1781
"Trumbull County, OH",17-18,155,39,1298
"Trumbull County, OH",19-20,155,39,951
"Trumbull County, OH",21-22,155,39,910
"Tulare County, CA",11-12,107,6,625
"Tulare County, CA",13-14,107,6,373
"Tulare County, CA",15-16,107,6,374
"Tulare County, CA",17-18,107,6,376
"Tulare County, CA",19-20,107,6,568
"Tulare County, CA",21-22,107,6,373
"Tulsa County, OK",11-12,143,40,4374
"Tulsa County, OK",13-14,143,40,3184
"Tulsa County, OK",15-16,143,40,3399
"Tulsa County, OK",17-18,143,40,3863
"Tulsa County, OK",19-20,143,40,3469
"Tulsa County, OK",21-22,143,40,3463
"Tuscaloosa County, AL",11-12,125,1,245
"Tuscaloosa County, AL",13-14,125,1,245
"Tuscaloosa County, AL",15-16,125,1,527
"Tuscaloosa County, AL",17-18,125,1,558
"Tuscaloosa County, AL",19-20,125,1,739
"Tuscaloosa County, AL",21-22,125,1,427
"Tuscarawas County, OH",11-12,157,39,490
"Tuscarawas County, OH",13-14,157,39,393
"Tuscarawas County, OH",15-16,157,39,177
"Tuscarawas County, OH",17-18,157,39,349
"Tuscarawas County, OH",19-20,157,39,251
"Tuscarawas County, OH",21-22,157,39,470
"Twin Falls County, ID",11-12,83,16,158
"Twin Falls County, ID",13-14,83,16,108
"Twin Falls County, ID",15-16,83,16,102
"Twin Falls County, ID",17-18,83,16,124
"Twin Falls County, ID",19-20,83,16,149
"Twin Falls County, ID",21-22,83,16,164
"Ulster County, NY",11-12,111,36,686
"Ulster County, NY",13-14,111,36,442
"Ulster County, NY",15-16,111,36,614
"Ulster County, NY",17-18,111,36,469
"Ulster County, NY",19-20,111,36,206
"Ulster County, NY",21-22,111,36,211
"Union County, IA",11-12,175,19,185
"Union County, IA",13-14,175,19,153
"Union County, IA",15-16,175,19,157
"Union County, IA",17-18,175,19,150
"Union County, IA",19-20,175,19,188
"Union County, IA",21-22,175,19,171
"Union County, KY",11-12,225,21,219
"Union County, KY",13-14,225,21,227
"Union County, KY",19-20,225,21,227
"Union County, NJ",11-12,39,34,6685
"Union County, NJ",13-14,39,34,4957
"Union County, NJ",15-16,39,34,5812
"Union County, NJ",17-18,39,34,5257
"Union County, NJ",19-20,39,34,4323
"Union County, NJ",21-22,39,34,3343
"Union County, OR",15-16,61,41,21
"Uvalde County, TX",11-12,463,48,122
"Uvalde County, TX",13-14,463,48,143
"Uvalde County, TX",15-16,463,48,90
"Uvalde County, TX",17-18,463,48,79
"Uvalde County, TX",21-22,463,48,55
"Val Verde County, TX",11-12,465,48,205
"Val Verde County, TX",13-14,465,48,187
"Val Verde County, TX",15-16,465,48,199
"Val Verde County, TX",17-18,465,48,271
"Val Verde County, TX",21-22,465,48,145
"Valencia County, NM",11-12,61,35,146
"Valencia County, NM",13-14,61,35,122
"Valencia County, NM",15-16,61,35,167
"Valencia County, NM",17-18,61,35,186
"Valencia County, NM",19-20,61,35,164
"Valencia County, NM",21-22,61,35,170
"Valley County, NE",11-12,175,31,52
"Valley County, NE",13-14,175,31,40
"Valley County, NE",15-16,175,31,39
"Valley County, NE",17-18,175,31,45
"Van Buren County, MI",11-12,159,26,196
"Van Buren County, MI",13-14,159,26,139
"Van Buren County, MI",15-16,159,26,143
"Van Buren County, MI",17-18,159,26,153
"Van Buren County, MI",19-20,159,26,194
"Van Buren County, MI",21-22,159,26,218
"Van Wert County, OH",11-12,161,39,78
"Van Wert County, OH",13-14,161,39,67
"Van Wert County, OH",15-16,161,39,72
"Van Wert County, OH",17-18,161,39,85
"Van Wert County, OH",19-20,161,39,87
"Van Wert County, OH",21-22,161,39,81
"Vanderburgh County, IN",11-12,163,18,4025
"Vanderburgh County, IN",13-14,163,18,3884
"Vanderburgh County, IN",15-16,163,18,3503
"Vanderburgh County, IN",17-18,163,18,3559
"Vanderburgh County, IN",19-20,163,18,2830
"Vanderburgh County, IN",21-22,163,18,3056
"Venango County, PA",11-12,121,42,332
"Venango County, PA",13-14,121,42,161
"Venango County, PA",15-16,121,42,145
"Venango County, PA",17-18,121,42,125
"Venango County, PA",19-20,121,42,361
"Venango County, PA",21-22,121,42,161
"Ventura County, CA",11-12,111,6,3996
"Ventura County, CA",13-14,111,6,3587
"Ventura County, CA",15-16,111,6,3662
"Ventura County, CA",17-18,111,6,7913
"Ventura County, CA",19-20,111,6,8026
"Ventura County, CA",21-22,111,6,2726
"Vermilion County, IL",11-12,183,17,522
"Vermilion County, IL",13-14,183,17,168
"Vermilion County, IL",15-16,183,17,88
"Vermilion County, IL",17-18,183,17,76
"Vermilion County, IL",19-20,183,17,421
"Vermilion County, IL",21-22,183,17,858
"Vermilion Parish, LA",11-12,113,22,845
"Vermilion Parish, LA",13-14,113,22,856
"Vermilion Parish, LA",15-16,113,22,867
"Vermilion Parish, LA",17-18,113,22,359
"Vermilion Parish, LA",19-20,113,22,318
"Vermilion Parish, LA",21-22,113,22,490
"Vernon County, MO",11-12,217,29,41
"Vernon County, MO",13-14,217,29,53
"Vernon County, MO",15-16,217,29,26
"Vernon County, MO",17-18,217,29,20
"Vernon County, MO",19-20,217,29,13
"Vernon County, WI",11-12,123,55,32
"Vernon County, WI",13-14,123,55,30
"Vernon County, WI",15-16,123,55,33
"Vernon County, WI",17-18,123,55,32
"Vernon County, WI",19-20,123,55,22
"Vernon County, WI",21-22,123,55,21
"Victoria County, TX",11-12,469,48,1112
"Victoria County, TX",13-14,469,48,1090
"Victoria County, TX",15-16,469,48,1139
"Victoria County, TX",17-18,469,48,1028
"Victoria County, TX",19-20,469,48,1095
"Victoria County, TX",21-22,469,48,1083
"Vigo County, IN",11-12,167,18,292
"Vigo County, IN",13-14,167,18,355
"Vigo County, IN",15-16,167,18,641
"Vigo County, IN",17-18,167,18,354
"Vigo County, IN",19-20,167,18,332
"Vigo County, IN",21-22,167,18,296
"Virginia Beach City, VA",11-12,810,51,2228
"Virginia Beach City, VA",13-14,810,51,2258
"Virginia Beach City, VA",15-16,810,51,2256
"Virginia Beach City, VA",17-18,810,51,2270
"Virginia Beach City, VA",19-20,810,51,2112
"Virginia Beach City, VA",21-22,810,51,2251
"Volusia County, FL",11-12,127,12,1449
"Volusia County, FL",13-14,127,12,1480
"Volusia County, FL",15-16,127,12,1702
"Volusia County, FL",17-18,127,12,1691
"Volusia County, FL",19-20,127,12,1498
"Volusia County, FL",21-22,127,12,1461
"Wabash County, IL",11-12,185,17,151
"Wabash County, IL",13-14,185,17,141
"Wabash County, IL",15-16,185,17,133
"Wabash County, IL",17-18,185,17,133
"Wabash County, IL",21-22,185,17,114
"Wabash County, IN",11-12,169,18,77
"Wabash County, IN",13-14,169,18,79
"Wabash County, IN",15-16,169,18,87
"Wabash County, IN",17-18,169,18,85
"Wabash County, IN",19-20,169,18,70
"Wabash County, IN",21-22,169,18,48
"Wabasha County, MN",11-12,157,27,110
"Wabasha County, MN",13-14,157,27,112
"Wabasha County, MN",15-16,157,27,90
"Wabasha County, MN",17-18,157,27,83
"Wabasha County, MN",19-20,157,27,84
"Wabasha County, MN",21-22,157,27,100
"Wake County, NC",11-12,183,37,4614
"Wake County, NC",13-14,183,37,3569
"Wake County, NC",15-16,183,37,4443
"Wake County, NC",17-18,183,37,3815
"Wake County, NC",19-20,183,37,3840
"Wake County, NC",21-22,183,37,4677
"Walla Walla County, WA",11-12,71,53,379
"Walla Walla County, WA",13-14,71,53,348
"Walla Walla County, WA",15-16,71,53,357
"Walla Walla County, WA",17-18,71,53,343
"Walla Walla County, WA",19-20,71,53,283
"Walla Walla County, WA",21-22,71,53,290
"Walworth County, WI",11-12,127,55,474
"Walworth County, WI",13-14,127,55,434
"Walworth County, WI",15-16,127,55,417
"Walworth County, WI",17-18,127,55,419
"Walworth County, WI",19-20,127,55,376
"Walworth County, WI",21-22,127,55,335
"Wapello County, IA",11-12,179,19,83
"Wapello County, IA",13-14,179,19,140
"Wapello County, IA",15-16,179,19,151
"Wapello County, IA",17-18,179,19,136
"Wapello County, IA",19-20,179,19,135
"Wapello County, IA",21-22,179,19,106
"Ward County, ND",11-12,101,38,531
"Ward County, ND",13-14,101,38,423
"Ward County, ND",15-16,101,38,445
"Ward County, ND",17-18,101,38,432
"Ward County, ND",19-20,101,38,415
"Ward County, ND",21-22,101,38,422
"Warren County, IL",11-12,187,17,184
"Warren County, IL",13-14,187,17,195
"Warren County, IL",15-16,187,17,175
"Warren County, IL",17-18,187,17,165
"Warren County, IL",19-20,187,17,152
"Warren County, IL",21-22,187,17,176
"Warren County, KY",11-12,227,21,338
"Warren County, KY",13-14,227,21,342
"Warren County, KY",15-16,227,21,354
"Warren County, KY",17-18,227,21,324
"Warren County, KY",19-20,227,21,308
"Warren County, KY",21-22,227,21,335
"Warren County, MO",11-12,219,29,284
"Warren County, MO",13-14,219,29,279
"Warren County, MO",15-16,219,29,145
"Warren County, MO",17-18,219,29,275
"Warren County, MO",19-20,219,29,278
"Warren County, MO",21-22,219,29,315
"Warren County, MS",11-12,149,28,568
"Warren County, MS",13-14,149,28,577
"Warren County, MS",15-16,149,28,537
"Warren County, MS",17-18,149,28,512
"Warren County, MS",19-20,149,28,814
"Warren County, MS",21-22,149,28,688
"Warren County, NJ",11-12,41,34,376
"Warren County, NJ",13-14,41,34,249
"Warren County, NJ",17-18,41,34,178
"Warren County, NJ",19-20,41,34,196
"Warren County, NJ",21-22,41,34,179
"Warren County, NY",11-12,113,36,268
"Warren County, NY",15-16,113,36,226
"Warren County, NY",17-18,113,36,266
"Warren County, NY",21-22,113,36,168
"Warren County, OH",11-12,165,39,2256
"Warren County, OH",13-14,165,39,2374
"Warren County, OH",15-16,165,39,2326
"Warren County, OH",17-18,165,39,2200
"Warren County, OH",19-20,165,39,1488
"Warren County, OH",21-22,165,39,1994
"Warren County, PA",11-12,123,42,98
"Warren County, PA",13-14,123,42,72
"Warren County, PA",15-16,123,42,137
"Warren County, PA",17-18,123,42,147
"Warren County, PA",21-22,123,42,164
"Warren County, VA",15-16,187,51,145
"Warren County, VA",19-20,187,51,145
"Warren County, VA",21-22,187,51,164
"Warrick County, IN",11-12,173,18,377
"Warrick County, IN",13-14,173,18,377
"Warrick County, IN",17-18,173,18,363
"Warrick County, IN",19-20,173,18,388
"Warrick County, IN",21-22,173,18,418
"Wasco County, OR",11-12,65,41,181
"Wasco County, OR",13-14,65,41,162
"Wasco County, OR",19-20,65,41,175
"Wasco County, OR",21-22,65,41,185
"Waseca County, MN",11-12,161,27,138
"Waseca County, MN",13-14,161,27,134
"Waseca County, MN",15-16,161,27,137
"Waseca County, MN",17-18,161,27,132
"Waseca County, MN",19-20,161,27,149
"Waseca County, MN",21-22,161,27,136
"Washburn County, WI",11-12,129,55,62
"Washburn County, WI",13-14,129,55,66
"Washburn County, WI",15-16,129,55,102
"Washburn County, WI",17-18,129,55,121
"Washburn County, WI",19-20,129,55,116
"Washburn County, WI",21-22,129,55,132
"Washington County, AR",11-12,143,5,447
"Washington County, AR",13-14,143,5,339
"Washington County, AR",15-16,143,5,294
"Washington County, AR",17-18,143,5,290
"Washington County, AR",19-20,143,5,363
"Washington County, AR",21-22,143,5,358
"Washington County, IA",11-12,183,19,117
"Washington County, IA",13-14,183,19,94
"Washington County, IA",15-16,183,19,120
"Washington County, IA",17-18,183,19,112
"Washington County, IA",21-22,183,19,101
"Washington County, IL",11-12,189,17,150
"Washington County, IL",13-14,189,17,105
"Washington County, IL",15-16,189,17,92
"Washington County, IL",17-18,189,17,75
"Washington County, IL",21-22,189,17,61
"Washington County, KS",11-12,201,20,90
"Washington County, KS",13-14,201,20,86
"Washington County, KS",15-16,201,20,82
"Washington County, KS",17-18,201,20,87
"Washington County, KS",19-20,201,20,97
"Washington County, KS",21-22,201,20,100
"Washington County, KY",11-12,229,21,194
"Washington County, KY",13-14,229,21,175
"Washington County, KY",15-16,229,21,194
"Washington County, KY",19-20,229,21,212
"Washington County, KY",21-22,229,21,218
"Washington County, MD",11-12,43,24,414
"Washington County, MD",13-14,43,24,411
"Washington County, MD",15-16,43,24,411
"Washington County, MD",17-18,43,24,434
"Washington County, MD",19-20,43,24,191
"Washington County, MD",21-22,43,24,338
"Washington County, MN",11-12,163,27,1787
"Washington County, MN",13-14,163,27,1344
"Washington County, MN",15-16,163,27,687
"Washington County, MN",17-18,163,27,1505
"Washington County, MN",19-20,163,27,1523
"Washington County, MN",21-22,163,27,1793
"Washington County, MO",11-12,221,29,71
"Washington County, MO",13-14,221,29,36
"Washington County, MO",15-16,221,29,54
"Washington County, MO",17-18,221,29,56
"Washington County, MO",19-20,221,29,67
"Washington County, MO",21-22,221,29,52
"Washington County, MS",11-12,151,28,381
"Washington County, MS",13-14,151,28,312
"Washington County, MS",15-16,151,28,312
"Washington County, MS",17-18,151,28,285
"Washington County, MS",19-20,151,28,272
"Washington County, MS",21-22,151,28,273
"Washington County, OH",11-12,167,39,342
"Washington County, OH",13-14,167,39,339
"Washington County, OH",15-16,167,39,320
"Washington County, OH",17-18,167,39,281
"Washington County, OH",19-20,167,39,293
"Washington County, OH",21-22,167,39,297
"Washington County, OK",11-12,147,40,110
"Washington County, OK",13-14,147,40,105
"Washington County, OK",15-16,147,40,125
"Washington County, OK",17-18,147,40,131
"Washington County, OK",19-20,147,40,122
"Washington County, OR",11-12,67,41,3534
"Washington County, OR",13-14,67,41,3723
"Washington County, OR",15-16,67,41,2781
"Washington County, OR",17-18,67,41,4289
"Washington County, OR",19-20,67,41,3510
"Washington County, OR",21-22,67,41,3575
"Washington County, PA",11-12,125,42,647
"Washington County, PA",13-14,125,42,595
"Washington County, PA",15-16,125,42,459
"Washington County, PA",17-18,125,42,283
"Washington County, PA",19-20,125,42,261
"Washington County, PA",21-22,125,42,378
"Washington County, RI",11-12,9,44,1261
"Washington County, RI",13-14,9,44,1089
"Washington County, RI",15-16,9,44,179
"Washington County, RI",17-18,9,44,248
"Washington County, RI",19-20,9,44,241
"Washington County, RI",21-22,9,44,283
"Washington County, TN",11-12,179,47,199
"Washington County, TN",13-14,179,47,184
"Washington County, TN",15-16,179,47,149
"Washington County, TN",21-22,179,47,161
"Washington County, VT",13-14,23,50,102
"Washington County, VT",15-16,23,50,97
"Washington County, VT",19-20,23,50,102
"Washington County, VT",21-22,23,50,124
"Washington County, WI",11-12,131,55,1627
"Washington County, WI",13-14,131,55,1405
"Washington County, WI",15-16,131,55,1121
"Washington County, WI",17-18,131,55,1226
"Washington County, WI",19-20,131,55,946
"Washington County, WI",21-22,131,55,997
"Washington Parish, LA",11-12,117,22,151
"Washington Parish, LA",13-14,117,22,156
"Washington Parish, LA",15-16,117,22,147
"Washington Parish, LA",17-18,117,22,122
"Washington Parish, LA",19-20,117,22,112
"Washington Parish, LA",21-22,117,22,83
"Washoe County, NV",11-12,31,32,1624
"Washoe County, NV",13-14,31,32,1189
"Washoe County, NV",15-16,31,32,1543
"Washoe County, NV",17-18,31,32,1555
"Washoe County, NV",19-20,31,32,1541
"Washoe County, NV",21-22,31,32,1653
"Washtenaw County, MI",11-12,161,26,1735
"Washtenaw County, MI",13-14,161,26,1287
"Washtenaw County, MI",15-16,161,26,1689
"Washtenaw County, MI",17-18,161,26,946
"Washtenaw County, MI",19-20,161,26,1266
"Washtenaw County, MI",21-22,161,26,1565
"Watonwan County, MN",11-12,165,27,54
"Watonwan County, MN",13-14,165,27,38
"Watonwan County, MN",15-16,165,27,45
"Watonwan County, MN",17-18,165,27,46
"Watonwan County, MN",19-20,165,27,52
"Watonwan County, MN",21-22,165,27,67
"Waukesha County, WI",11-12,133,55,5429
"Waukesha County, WI",13-14,133,55,5123
"Waukesha County, WI",15-16,133,55,4642
"Waukesha County, WI",17-18,133,55,4475
"Waukesha County, WI",19-20,133,55,3455
"Waukesha County, WI",21-22,133,55,2846
"Waupaca County, WI",11-12,135,55,106
"Waupaca County, WI",13-14,135,55,125
"Waupaca County, WI",15-16,135,55,117
"Waupaca County, WI",17-18,135,55,101
"Waupaca County, WI",19-20,135,55,41
"Waupaca County, WI",21-22,135,55,67
"Wayne County, IN",11-12,177,18,375
"Wayne County, IN",13-14,177,18,502
"Wayne County, IN",15-16,177,18,451
"Wayne County, IN",17-18,177,18,580
"Wayne County, IN",19-20,177,18,366
"Wayne County, IN",21-22,177,18,545
"Wayne County, MI",11-12,163,26,11505
"Wayne County, MI",13-14,163,26,9930
"Wayne County, MI",15-16,163,26,9201
"Wayne County, MI",17-18,163,26,8654
"Wayne County, MI",19-20,163,26,6023
"Wayne County, MI",21-22,163,26,7891
"Wayne County, NC",11-12,191,37,239
"Wayne County, NC",13-14,191,37,228
"Wayne County, NC",15-16,191,37,224
"Wayne County, NC",19-20,191,37,245
"Wayne County, NC",21-22,191,37,240
"Wayne County, NE",11-12,179,31,21
"Wayne County, NE",13-14,179,31,38
"Wayne County, NE",15-16,179,31,47
"Wayne County, NE",17-18,179,31,43
"Wayne County, NE",19-20,179,31,45
"Wayne County, NE",21-22,179,31,46
"Wayne County, OH",11-12,169,39,300
"Wayne County, OH",13-14,169,39,116
"Wayne County, OH",15-16,169,39,108
"Wayne County, OH",17-18,169,39,243
"Wayne County, OH",19-20,169,39,206
"Wayne County, OH",21-22,169,39,224
"Wayne County, PA",19-20,127,42,80
"Wayne County, PA",21-22,127,42,115
"Webb County, TX",11-12,479,48,1457
"Webb County, TX",13-14,479,48,1453
"Webb County, TX",15-16,479,48,1428
"Webb County, TX",17-18,479,48,1460
"Webb County, TX",19-20,479,48,750
"Webb County, TX",21-22,479,48,1347
"Weber County, UT",11-12,57,49,570
"Weber County, UT",13-14,57,49,569
"Weber County, UT",15-16,57,49,573
"Weber County, UT",17-18,57,49,577
"Weber County, UT",19-20,57,49,371
"Weber County, UT",21-22,57,49,518
"Webster County, IA",11-12,187,19,858
"Webster County, IA",15-16,187,19,728
"Webster County, IA",17-18,187,19,660
"Webster County, IA",19-20,187,19,614
"Webster County, IA",21-22,187,19,1188
"Weld County, CO",11-12,123,8,185
"Weld County, CO",15-16,123,8,183
"Weld County, CO",17-18,123,8,161
"Weld County, CO",19-20,123,8,175
"Weld County, CO",21-22,123,8,180
"West Baton Rouge Parish, LA",11-12,121,22,389
"West Baton Rouge Parish, LA",13-14,121,22,351
"West Baton Rouge Parish, LA",17-18,121,22,809
"West Baton Rouge Parish, LA",21-22,121,22,396
"Westchester County, NY",11-12,119,36,12704
"Westchester County, NY",13-14,119,36,12195
"Westchester County, NY",15-16,119,36,11510
"Westchester County, NY",17-18,119,36,10208
"Westchester County, NY",19-20,119,36,8157
"Westchester County, NY",21-22,119,36,8950
"Westmoreland County, PA",11-12,129,42,1130
"Westmoreland County, PA",13-14,129,42,2051
"Westmoreland County, PA",15-16,129,42,1820
"Westmoreland County, PA",17-18,129,42,1255
"Westmoreland County, PA",19-20,129,42,1580
"Westmoreland County, PA",21-22,129,42,1545
"Wexford County, MI",11-12,165,26,150
"Wexford County, MI",13-14,165,26,186
