County & State,School Year,County Code,State ANSI Code,Enrollment
"Kent County, DE",15-16,1,10,454
"Kent County, DE",17-18,1,10,451
"Kent County, DE",19-20,1,10,475
"Kent County, DE",21-22,1,10,339
"Kent County, MI",11-12,81,26,4565
"Kent County, MI",13-14,81,26,5425
"Kent County, MI",15-16,81,26,3894
"Kent County, MI",17-18,81,26,3871
"Kent County, MI",19-20,81,26,3015
"Kent County, MI",21-22,81,26,3752
"Kent County, RI",11-12,3,44,2582
"Kent County, RI",13-14,3,44,2509
"Kent County, RI",15-16,3,44,1854
"Kent County, RI",17-18,3,44,1349
"Kent County, RI",19-20,3,44,1776
"Kent County, RI",21-22,3,44,1891
"Kenton County, KY",11-12,117,21,4849
"Kenton County, KY",13-14,117,21,4187
"Kenton County, KY",15-16,117,21,4114
"Kenton County, KY",17-18,117,21,4537
"Kenton County, KY",19-20,117,21,4186
"Kenton County, KY",21-22,117,21,4451
"Kern County, CA",11-12,29,6,1714
"Kern County, CA",13-14,29,6,1115
"Kern County, CA",15-16,29,6,951
"Kern County, CA",17-18,29,6,1480
"Kern County, CA",19-20,29,6,1002
"Kern County, CA",21-22,29,6,669
"Kerr County, TX",11-12,265,48,221
"Kerr County, TX",13-14,265,48,225
"Kerr County, TX",15-16,265,48,244
"Kerr County, TX",17-18,265,48,238
"Kerr County, TX",19-20,265,48,249
"Kerr County, TX",21-22,265,48,221
"Ketchikan Gateway Borough, AK",11-12,130,2,92
"Ketchikan Gateway Borough, AK",13-14,130,2,78
"Ketchikan Gateway Borough, AK",15-16,130,2,57
"Ketchikan Gateway Borough, AK",17-18,130,2,80
"Kewaunee County, WI",11-12,61,55,317
"Kewaunee County, WI",13-14,61,55,199
"Kewaunee County, WI",15-16,61,55,223
"Kewaunee County, WI",17-18,61,55,224
"Kewaunee County, WI",19-20,61,55,182
"Kewaunee County, WI",21-22,61,55,188
"King County, WA",11-12,33,53,13120
"King County, WA",13-14,33,53,14317
"King County, WA",15-16,33,53,11435
"King County, WA",17-18,33,53,10844
"King County, WA",19-20,33,53,9616
"King County, WA",21-22,33,53,10620
"Kingfisher County, OK",11-12,73,40,148
"Kingfisher County, OK",13-14,73,40,143
"Kingfisher County, OK",15-16,73,40,180
"Kingfisher County, OK",17-18,73,40,158
"Kingfisher County, OK",19-20,73,40,144
"Kingfisher County, OK",21-22,73,40,135
"Kingman County, KS",11-12,95,20,171
"Kingman County, KS",13-14,95,20,174
"Kingman County, KS",17-18,95,20,165
"Kingman County, KS",19-20,95,20,180
"Kingman County, KS",21-22,95,20,104
"Kings County, CA",11-12,31,6,361
"Kings County, CA",13-14,31,6,201
"Kings County, CA",15-16,31,6,159
"Kings County, CA",17-18,31,6,135
"Kings County, CA",19-20,31,6,140
"Kings County, CA",21-22,31,6,255
"Kings County, NY",11-12,47,36,15587
"Kings County, NY",13-14,47,36,12283
"Kings County, NY",15-16,47,36,10973
"Kings County, NY",17-18,47,36,10466
"Kings County, NY",19-20,47,36,8811
"Kings County, NY",21-22,47,36,7574
"Kitsap County, WA",11-12,35,53,112
"Kitsap County, WA",15-16,35,53,80
"Kitsap County, WA",17-18,35,53,90
"Kitsap County, WA",19-20,35,53,287
"Kitsap County, WA",21-22,35,53,286
"Kleberg County, TX",11-12,273,48,97
"Kleberg County, TX",13-14,273,48,107
"Kleberg County, TX",15-16,273,48,105
"Kleberg County, TX",17-18,273,48,58
"Knox County, IL",11-12,95,17,209
"Knox County, IL",13-14,95,17,207
"Knox County, IL",15-16,95,17,223
"Knox County, IL",21-22,95,17,214
"Knox County, IN",11-12,83,18,351
"Knox County, IN",13-14,83,18,245
"Knox County, IN",15-16,83,18,159
"Knox County, IN",17-18,83,18,407
"Knox County, IN",19-20,83,18,276
"Knox County, IN",21-22,83,18,221
"Knox County, KY",11-12,121,21,119
"Knox County, NE",11-12,107,31,135
"Knox County, NE",13-14,107,31,139
"Knox County, NE",15-16,107,31,123
"Knox County, NE",17-18,107,31,149
"Knox County, NE",19-20,107,31,43
"Knox County, NE",21-22,107,31,188
"Knox County, OH",11-12,83,39,171
"Knox County, OH",13-14,83,39,200
"Knox County, OH",15-16,83,39,194
"Knox County, OH",19-20,83,39,223
"Knox County, OH",21-22,83,39,227
"Knox County, TN",11-12,93,47,1891
"Knox County, TN",13-14,93,47,1878
"Knox County, TN",15-16,93,47,501
"Knox County, TN",17-18,93,47,1122
"Knox County, TN",19-20,93,47,813
"Knox County, TN",21-22,93,47,1227
"Kodiak Island Borough, AK",11-12,150,2,93
"Kodiak Island Borough, AK",13-14,150,2,52
"Kodiak Island Borough, AK",17-18,150,2,79
"Kodiak Island Borough, AK",19-20,150,2,63
"Koochiching County, MN",13-14,71,27,46
"Koochiching County, MN",15-16,71,27,37
"Koochiching County, MN",17-18,71,27,44
"Koochiching County, MN",19-20,71,27,54
"Koochiching County, MN",21-22,71,27,51
"Kootenai County, ID",11-12,55,16,237
"Kootenai County, ID",13-14,55,16,440
"Kootenai County, ID",15-16,55,16,229
"Kootenai County, ID",17-18,55,16,486
"Kootenai County, ID",19-20,55,16,683
"Kootenai County, ID",21-22,55,16,279
"Kosciusko County, IN",11-12,85,18,205
"Kosciusko County, IN",13-14,85,18,195
"Kosciusko County, IN",15-16,85,18,200
"Kosciusko County, IN",17-18,85,18,201
"Kosciusko County, IN",19-20,85,18,185
"Kosciusko County, IN",21-22,85,18,185
"Kossuth County, IA",11-12,109,19,583
"Kossuth County, IA",13-14,109,19,544
"Kossuth County, IA",15-16,109,19,192
"Kossuth County, IA",17-18,109,19,747
"Kossuth County, IA",19-20,109,19,579
"Kossuth County, IA",21-22,109,19,443
"La Crosse County, WI",11-12,63,55,949
"La Crosse County, WI",13-14,63,55,1111
"La Crosse County, WI",15-16,63,55,956
"La Crosse County, WI",17-18,63,55,1986
"La Crosse County, WI",19-20,63,55,1825
"La Crosse County, WI",21-22,63,55,1662
"La Plata County, CO",11-12,67,8,247
"La Plata County, CO",13-14,67,8,283
"La Plata County, CO",15-16,67,8,236
"La Plata County, CO",17-18,67,8,250
"La Plata County, CO",19-20,67,8,228
"La Plata County, CO",21-22,67,8,265
"Labette County, KS",11-12,99,20,118
"Labette County, KS",13-14,99,20,101
"Labette County, KS",15-16,99,20,130
"Labette County, KS",19-20,99,20,95
"Labette County, KS",21-22,99,20,98
"Lackawanna County, PA",11-12,69,42,3452
"Lackawanna County, PA",13-14,69,42,1855
"Lackawanna County, PA",15-16,69,42,1962
"Lackawanna County, PA",17-18,69,42,3083
"Lackawanna County, PA",19-20,69,42,2691
"Lackawanna County, PA",21-22,69,42,3153
"Lafayette County, WI",11-12,65,55,40
"Lafayette County, WI",13-14,65,55,67
"Lafayette County, WI",15-16,65,55,28
"Lafayette County, WI",17-18,65,55,66
"Lafayette County, WI",19-20,65,55,44
"Lafayette County, WI",21-22,65,55,51
"Lafayette Parish, LA",11-12,55,22,5932
"Lafayette Parish, LA",13-14,55,22,5892
"Lafayette Parish, LA",15-16,55,22,6511
"Lafayette Parish, LA",17-18,55,22,6160
"Lafayette Parish, LA",19-20,55,22,5229
"Lafayette Parish, LA",21-22,55,22,4267
"Lafourche Parish, LA",11-12,57,22,2657
"Lafourche Parish, LA",13-14,57,22,1849
"Lafourche Parish, LA",15-16,57,22,498
"Lafourche Parish, LA",17-18,57,22,1211
"Lafourche Parish, LA",19-20,57,22,1594
"Lafourche Parish, LA",21-22,57,22,1592
"Lagrange County, IN",21-22,87,18,27
"Lake County, FL",11-12,69,12,179
"Lake County, FL",13-14,69,12,148
"Lake County, FL",15-16,69,12,218
"Lake County, FL",17-18,69,12,230
"Lake County, FL",19-20,69,12,219
"Lake County, IL",11-12,97,17,7919
"Lake County, IL",13-14,97,17,7247
"Lake County, IL",15-16,97,17,5985
"Lake County, IL",17-18,97,17,5267
"Lake County, IL",19-20,97,17,3205
"Lake County, IL",21-22,97,17,3953
"Lake County, IN",11-12,89,18,4893
"Lake County, IN",13-14,89,18,3738
"Lake County, IN",15-16,89,18,4331
"Lake County, IN",17-18,89,18,3040
"Lake County, IN",19-20,89,18,3194
"Lake County, IN",21-22,89,18,4314
"Lake County, OH",11-12,85,39,3151
"Lake County, OH",13-14,85,39,2696
"Lake County, OH",15-16,85,39,2260
"Lake County, OH",17-18,85,39,1927
"Lake County, OH",19-20,85,39,2136
"Lake County, OH",21-22,85,39,1942
"Lake County, SD",11-12,79,46,85
"Lake County, SD",13-14,79,46,90
"Lake County, SD",15-16,79,46,82
"Lake County, SD",17-18,79,46,57
"Lake County, SD",19-20,79,46,66
"Lake County, SD",21-22,79,46,65
"Lamoille County, VT",11-12,15,50,120
"Lamoille County, VT",13-14,15,50,117
"Lamoille County, VT",15-16,15,50,129
"Lamoille County, VT",17-18,15,50,129
"Lancaster County, NE",11-12,109,31,4384
"Lancaster County, NE",13-14,109,31,4565
"Lancaster County, NE",15-16,109,31,4522
"Lancaster County, NE",17-18,109,31,4661
"Lancaster County, NE",19-20,109,31,4880
"Lancaster County, NE",21-22,109,31,3858
"Lancaster County, PA",11-12,71,42,2060
"Lancaster County, PA",13-14,71,42,1858
"Lancaster County, PA",15-16,71,42,676
"Lancaster County, PA",17-18,71,42,538
"Lancaster County, PA",19-20,71,42,1192
"Lancaster County, PA",21-22,71,42,1512
"Lane County, OR",11-12,39,41,1326
"Lane County, OR",13-14,39,41,1351
"Lane County, OR",15-16,39,41,1365
"Lane County, OR",17-18,39,41,1021
"Lane County, OR",19-20,39,41,436
"Lane County, OR",21-22,39,41,1210
"Langlade County, WI",13-14,67,55,205
"Langlade County, WI",15-16,67,55,192
"Langlade County, WI",19-20,67,55,228
"Lapeer County, MI",11-12,87,26,218
"Lapeer County, MI",13-14,87,26,207
"Lapeer County, MI",15-16,87,26,181
"Lapeer County, MI",17-18,87,26,156
"Laporte County, IN",11-12,91,18,761
"Laporte County, IN",13-14,91,18,605
"Laporte County, IN",15-16,91,18,618
"Laporte County, IN",17-18,91,18,800
"Laporte County, IN",19-20,91,18,714
"Laporte County, IN",21-22,91,18,922
"Laramie County, WY",11-12,21,56,203
"Laramie County, WY",13-14,21,56,201
"Laramie County, WY",15-16,21,56,197
"Laramie County, WY",17-18,21,56,201
"Laramie County, WY",19-20,21,56,197
"Laramie County, WY",21-22,21,56,128
"Larimer County, CO",11-12,69,8,461
"Larimer County, CO",13-14,69,8,436
"Larimer County, CO",15-16,69,8,410
"Larimer County, CO",17-18,69,8,418
"Larimer County, CO",19-20,69,8,442
"Larimer County, CO",21-22,69,8,364
"Las Animas County, CO",15-16,71,8,37
"Lasalle County, IL",11-12,99,17,1460
"Lasalle County, IL",13-14,99,17,1512
"Lasalle County, IL",15-16,99,17,1394
"Lasalle County, IL",17-18,99,17,1435
"Lasalle County, IL",19-20,99,17,1365
"Lasalle County, IL",21-22,99,17,1589
"Latah County, ID",11-12,57,16,121
"Latah County, ID",13-14,57,16,138
"Latah County, ID",15-16,57,16,125
"Latah County, ID",17-18,57,16,78
"Latah County, ID",19-20,57,16,107
"Latah County, ID",21-22,57,16,124
"Lauderdale County, AL",11-12,77,1,189
"Lauderdale County, AL",13-14,77,1,172
"Lauderdale County, AL",19-20,77,1,132
"Lauderdale County, AL",21-22,77,1,124
"Lauderdale County, MS",11-12,75,28,182
"Lauderdale County, MS",13-14,75,28,184
"Lauderdale County, MS",15-16,75,28,131
"Lauderdale County, MS",17-18,75,28,140
"Lauderdale County, MS",21-22,75,28,113
"Lavaca County, TX",11-12,285,48,711
"Lavaca County, TX",13-14,285,48,417
"Lavaca County, TX",15-16,285,48,744
"Lavaca County, TX",17-18,285,48,665
"Lavaca County, TX",19-20,285,48,354
"Lavaca County, TX",21-22,285,48,650
"Lawrence County, IN",11-12,93,18,176
"Lawrence County, IN",13-14,93,18,211
"Lawrence County, IN",15-16,93,18,212
"Lawrence County, IN",17-18,93,18,177
"Lawrence County, IN",21-22,93,18,180
"Lawrence County, MO",11-12,109,29,81
"Lawrence County, MO",13-14,109,29,96
"Lawrence County, MO",15-16,109,29,93
"Lawrence County, MO",17-18,109,29,87
"Lawrence County, MO",19-20,109,29,69
"Lawrence County, MO",21-22,109,29,88
"Lawrence County, OH",11-12,87,39,230
"Lawrence County, OH",13-14,87,39,145
"Lawrence County, OH",15-16,87,39,130
"Lawrence County, OH",17-18,87,39,210
"Lawrence County, OH",19-20,87,39,153
"Lawrence County, OH",21-22,87,39,210
"Lawrence County, PA",11-12,73,42,236
"Lawrence County, PA",13-14,73,42,203
"Lawrence County, PA",15-16,73,42,91
"Lawrence County, PA",17-18,73,42,91
"Lawrence County, PA",19-20,73,42,114
"Lawrence County, TN",11-12,99,47,159
"Lawrence County, TN",13-14,99,47,71
"Lawrence County, TN",15-16,99,47,161
"Lawrence County, TN",17-18,99,47,196
"Lawrence County, TN",19-20,99,47,148
"Lawrence County, TN",21-22,99,47,165
"Le Sueur County, MN",11-12,79,27,169
"Le Sueur County, MN",13-14,79,27,199
"Le Sueur County, MN",15-16,79,27,208
"Le Sueur County, MN",17-18,79,27,208
"Le Sueur County, MN",19-20,79,27,211
"Le Sueur County, MN",21-22,79,27,226
"Lea County, NM",11-12,25,35,69
"Lea County, NM",13-14,25,35,42
"Lea County, NM",15-16,25,35,106
"Lea County, NM",17-18,25,35,66
"Lea County, NM",19-20,25,35,78
"Lea County, NM",21-22,25,35,83
"Leavenworth County, KS",11-12,103,20,404
"Leavenworth County, KS",13-14,103,20,102
"Leavenworth County, KS",15-16,103,20,75
"Leavenworth County, KS",17-18,103,20,75
"Leavenworth County, KS",19-20,103,20,121
"Leavenworth County, KS",21-22,103,20,214
"Lebanon County, PA",11-12,75,42,315
"Lebanon County, PA",17-18,75,42,352
"Lebanon County, PA",19-20,75,42,313
"Lee County, FL",11-12,71,12,1632
"Lee County, FL",13-14,71,12,1465
"Lee County, FL",15-16,71,12,960
"Lee County, FL",17-18,71,12,1419
"Lee County, FL",19-20,71,12,1055
"Lee County, FL",21-22,71,12,1174
"Lee County, IA",11-12,111,19,590
"Lee County, IA",13-14,111,19,575
"Lee County, IA",15-16,111,19,552
"Lee County, IA",17-18,111,19,567
"Lee County, IA",19-20,111,19,924
"Lee County, IA",21-22,111,19,779
"Lee County, IL",11-12,103,17,331
"Lee County, IL",13-14,103,17,320
"Lee County, IL",15-16,103,17,301
"Lee County, IL",17-18,103,17,80
"Lee County, IL",19-20,103,17,108
"Lee County, IL",21-22,103,17,313
"Leelanau County, MI",11-12,89,26,214
"Leelanau County, MI",13-14,89,26,206
"Leelanau County, MI",17-18,89,26,221
"Leelanau County, MI",19-20,89,26,190
"Leflore County, MS",11-12,83,28,117
"Leflore County, MS",13-14,83,28,111
"Leflore County, MS",15-16,83,28,123
"Leflore County, MS",17-18,83,28,172
"Leflore County, MS",21-22,83,28,52
"Lehigh County, PA",11-12,77,42,3793
"Lehigh County, PA",13-14,77,42,4163
"Lehigh County, PA",15-16,77,42,3381
"Lehigh County, PA",17-18,77,42,3082
"Lehigh County, PA",19-20,77,42,3493
"Lehigh County, PA",21-22,77,42,1853
"Lenawee County, MI",11-12,91,26,168
"Lenawee County, MI",13-14,91,26,57
"Lenawee County, MI",15-16,91,26,77
"Lenawee County, MI",17-18,91,26,71
"Lenawee County, MI",19-20,91,26,52
"Lenawee County, MI",21-22,91,26,89
"Leon County, FL",11-12,73,12,597
"Leon County, FL",13-14,73,12,670
"Leon County, FL",15-16,73,12,627
"Leon County, FL",17-18,73,12,596
"Leon County, FL",19-20,73,12,734
"Leon County, FL",21-22,73,12,651
"Lewis And Clark County, MT",11-12,49,30,191
"Lewis And Clark County, MT",13-14,49,30,181
"Lewis And Clark County, MT",15-16,49,30,187
"Lewis And Clark County, MT",17-18,49,30,197
"Lewis And Clark County, MT",19-20,49,30,179
"Lewis And Clark County, MT",21-22,49,30,231
"Lewis County, WA",11-12,41,53,118
"Lewis County, WA",13-14,41,53,146
"Lewis County, WA",15-16,41,53,147
"Lewis County, WA",17-18,41,53,134
"Lewis County, WA",19-20,41,53,131
"Lewis County, WA",21-22,41,53,160
"Lewis County, WV",11-12,41,54,151
"Lewis County, WV",15-16,41,54,166
"Lewis County, WV",17-18,41,54,141
"Lewis County, WV",19-20,41,54,93
"Lewis County, WV",21-22,41,54,81
"Licking County, OH",11-12,89,39,855
"Licking County, OH",13-14,89,39,592
"Licking County, OH",15-16,89,39,534
"Licking County, OH",17-18,89,39,631
"Licking County, OH",19-20,89,39,646
"Licking County, OH",21-22,89,39,651
"Lincoln County, MO",11-12,113,29,520
"Lincoln County, MO",13-14,113,29,550
"Lincoln County, MO",15-16,113,29,567
"Lincoln County, MO",17-18,113,29,284
"Lincoln County, MO",19-20,113,29,294
"Lincoln County, MO",21-22,113,29,297
"Lincoln County, NE",11-12,111,31,463
"Lincoln County, NE",13-14,111,31,460
"Lincoln County, NE",15-16,111,31,458
"Lincoln County, NE",17-18,111,31,558
"Lincoln County, NE",19-20,111,31,730
"Lincoln County, NE",21-22,111,31,737
"Lincoln County, SD",11-12,83,46,119
"Lincoln County, SD",13-14,83,46,176
"Lincoln County, SD",15-16,83,46,168
"Lincoln County, WI",11-12,69,55,230
"Lincoln County, WI",13-14,69,55,212
"Lincoln County, WI",15-16,69,55,176
"Lincoln County, WI",17-18,69,55,160
"Lincoln County, WI",19-20,69,55,89
"Lincoln County, WI",21-22,69,55,193
"Linn County, IA",11-12,113,19,2896
"Linn County, IA",13-14,113,19,2639
"Linn County, IA",15-16,113,19,2869
"Linn County, IA",17-18,113,19,2683
"Linn County, IA",19-20,113,19,2200
"Linn County, IA",21-22,113,19,2060
"Linn County, MO",11-12,115,29,68
"Linn County, MO",13-14,115,29,77
"Linn County, MO",15-16,115,29,77
"Linn County, MO",17-18,115,29,62
"Linn County, MO",19-20,115,29,61
"Linn County, MO",21-22,115,29,64
"Linn County, OR",11-12,43,41,95
"Litchfield County, CT",11-12,5,9,924
"Litchfield County, CT",13-14,5,9,834
"Litchfield County, CT",15-16,5,9,729
"Litchfield County, CT",17-18,5,9,991
"Litchfield County, CT",19-20,5,9,594
"Litchfield County, CT",21-22,5,9,700
"Livingston County, IL",11-12,105,17,236
"Livingston County, IL",13-14,105,17,199
"Livingston County, IL",15-16,105,17,212
"Livingston County, IL",17-18,105,17,207
"Livingston County, IL",19-20,105,17,198
"Livingston County, IL",21-22,105,17,203
"Livingston County, MI",11-12,93,26,980
"Livingston County, MI",13-14,93,26,454
"Livingston County, MI",15-16,93,26,813
"Livingston County, MI",17-18,93,26,677
"Livingston County, MI",19-20,93,26,538
"Livingston County, MI",21-22,93,26,766
"Livingston County, MO",11-12,117,29,63
"Livingston County, MO",13-14,117,29,70
"Livingston County, MO",15-16,117,29,95
"Livingston County, MO",17-18,117,29,118
"Livingston County, MO",19-20,117,29,143
"Livingston County, MO",21-22,117,29,125
"Livingston County, NY",11-12,51,36,138
"Livingston County, NY",13-14,51,36,119
"Livingston County, NY",15-16,51,36,103
"Livingston County, NY",17-18,51,36,100
"Livingston County, NY",21-22,51,36,111
"Logan County, AR",11-12,83,5,261
"Logan County, AR",13-14,83,5,244
"Logan County, AR",15-16,83,5,262
"Logan County, AR",17-18,83,5,279
"Logan County, AR",19-20,83,5,228
"Logan County, AR",21-22,83,5,199
"Logan County, CO",11-12,75,8,177
"Logan County, IL",11-12,107,17,105
"Logan County, KS",11-12,109,20,74
"Logan County, KS",13-14,109,20,75
"Logan County, KS",15-16,109,20,70
"Logan County, KS",17-18,109,20,79
"Logan County, KS",19-20,109,20,68
"Logan County, OK",11-12,83,40,149
"Logan County, OK",13-14,83,40,158
"Logan County, OK",15-16,83,40,182
"Logan County, OK",17-18,83,40,151
"Logan County, OK",19-20,83,40,100
"Lorain County, OH",11-12,93,39,3492
"Lorain County, OH",13-14,93,39,3272
"Lorain County, OH",15-16,93,39,2742
"Lorain County, OH",17-18,93,39,2545
"Lorain County, OH",19-20,93,39,1311
"Lorain County, OH",21-22,93,39,1655
"Los Angeles County, CA",11-12,37,6,69866
"Los Angeles County, CA",13-14,37,6,60797
"Los Angeles County, CA",15-16,37,6,57137
"Los Angeles County, CA",17-18,37,6,57499
"Los Angeles County, CA",19-20,37,6,47578
"Los Angeles County, CA",21-22,37,6,53365
"Loudoun County, VA",11-12,107,51,690
"Loudoun County, VA",13-14,107,51,688
"Loudoun County, VA",15-16,107,51,699
"Loudoun County, VA",17-18,107,51,649
"Loudoun County, VA",19-20,107,51,630
"Loudoun County, VA",21-22,107,51,1311
"Lowndes County, GA",11-12,185,13,220
"Lowndes County, GA",13-14,185,13,204
"Lowndes County, GA",15-16,185,13,179
"Lowndes County, GA",17-18,185,13,160
"Lowndes County, GA",19-20,185,13,131
"Lowndes County, GA",21-22,185,13,146
"Lowndes County, MS",11-12,87,28,129
"Lowndes County, MS",13-14,87,28,173
"Lowndes County, MS",15-16,87,28,202
"Lowndes County, MS",17-18,87,28,222
"Lowndes County, MS",19-20,87,28,232
"Lowndes County, MS",21-22,87,28,236
"Lubbock County, TX",11-12,303,48,54
"Lubbock County, TX",13-14,303,48,381
"Lubbock County, TX",15-16,303,48,384
"Lubbock County, TX",17-18,303,48,472
"Lubbock County, TX",19-20,303,48,247
"Lubbock County, TX",21-22,303,48,274
"Lucas County, OH",11-12,95,39,9202
"Lucas County, OH",13-14,95,39,7676
"Lucas County, OH",15-16,95,39,6964
"Lucas County, OH",17-18,95,39,7280
"Lucas County, OH",19-20,95,39,6393
"Lucas County, OH",21-22,95,39,6914
"Luzerne County, PA",11-12,79,42,1901
"Luzerne County, PA",13-14,79,42,473
"Luzerne County, PA",15-16,79,42,1476
"Luzerne County, PA",17-18,79,42,1829
"Luzerne County, PA",19-20,79,42,1888
"Luzerne County, PA",21-22,79,42,1418
"Lycoming County, PA",13-14,81,42,279
"Lycoming County, PA",15-16,81,42,272
"Lycoming County, PA",17-18,81,42,239
"Lycoming County, PA",19-20,81,42,117
"Lycoming County, PA",21-22,81,42,238
"Lynchburg City, VA",11-12,680,51,207
"Lynchburg City, VA",13-14,680,51,192
"Lynchburg City, VA",15-16,680,51,197
"Lynchburg City, VA",17-18,680,51,157
"Lyon County, KS",11-12,111,20,96
"Lyon County, KS",13-14,111,20,92
"Lyon County, KS",15-16,111,20,88
"Lyon County, KS",17-18,111,20,71
"Lyon County, KS",19-20,111,20,90
"Lyon County, KS",21-22,111,20,51
"Lyon County, MN",11-12,83,27,419
"Lyon County, MN",13-14,83,27,157
"Lyon County, MN",15-16,83,27,370
"Lyon County, MN",17-18,83,27,347
"Lyon County, MN",19-20,83,27,361
"Lyon County, MN",21-22,83,27,362
"Macomb County, MI",11-12,99,26,3287
"Macomb County, MI",13-14,99,26,4866
"Macomb County, MI",15-16,99,26,4489
"Macomb County, MI",17-18,99,26,4214
"Macomb County, MI",19-20,99,26,3125
"Macomb County, MI",21-22,99,26,2547
"Macon County, AL",11-12,87,1,62
"Macon County, AL",13-14,87,1,49
"Macon County, AL",15-16,87,1,67
"Macon County, AL",17-18,87,1,61
"Macon County, IL",11-12,115,17,947
"Macon County, IL",13-14,115,17,628
"Macon County, IL",15-16,115,17,629
"Macon County, IL",17-18,115,17,589
"Macon County, IL",19-20,115,17,816
"Macon County, IL",21-22,115,17,920
"Macon County, MO",11-12,121,29,72
"Macon County, MO",13-14,121,29,63
"Macon County, MO",15-16,121,29,57
"Macon County, MO",17-18,121,29,68
"Macon County, MO",19-20,121,29,58
"Macon County, MO",21-22,121,29,69
"Macoupin County, IL",11-12,117,17,87
"Macoupin County, IL",13-14,117,17,62
"Macoupin County, IL",15-16,117,17,52
"Madera County, CA",11-12,39,6,334
"Madera County, CA",13-14,39,6,318
"Madera County, CA",15-16,39,6,285
"Madera County, CA",17-18,39,6,248
"Madera County, CA",19-20,39,6,257
"Madera County, CA",21-22,39,6,291
"Madison County, AL",11-12,89,1,1445
"Madison County, AL",13-14,89,1,1461
"Madison County, AL",15-16,89,1,1307
"Madison County, AL",17-18,89,1,1494
"Madison County, AL",19-20,89,1,1403
"Madison County, AL",21-22,89,1,1311
"Madison County, IL",11-12,119,17,2978
"Madison County, IL",13-14,119,17,1953
"Madison County, IL",15-16,119,17,2148
"Madison County, IL",17-18,119,17,2569
"Madison County, IL",19-20,119,17,2111
"Madison County, IL",21-22,119,17,2366
"Madison County, IN",11-12,95,18,373
"Madison County, IN",13-14,95,18,362
"Madison County, IN",15-16,95,18,338
"Madison County, IN",17-18,95,18,364
"Madison County, IN",19-20,95,18,286
"Madison County, IN",21-22,95,18,262
"Madison County, KY",11-12,151,21,73
"Madison County, KY",13-14,151,21,80
"Madison County, KY",15-16,151,21,70
"Madison County, KY",17-18,151,21,68
"Madison County, KY",19-20,151,21,78
"Madison County, KY",21-22,151,21,133
"Madison County, MS",11-12,89,28,741
"Madison County, MS",13-14,89,28,752
"Madison County, MS",15-16,89,28,657
"Madison County, MS",17-18,89,28,688
"Madison County, MS",19-20,89,28,625
"Madison County, MS",21-22,89,28,621
"Madison County, NE",11-12,119,31,1147
"Madison County, NE",13-14,119,31,1036
"Madison County, NE",15-16,119,31,671
"Madison County, NE",17-18,119,31,1036
"Madison County, NE",19-20,119,31,886
"Madison County, NE",21-22,119,31,543
"Madison County, NY",11-12,53,36,146
"Madison County, NY",17-18,53,36,108
"Madison County, NY",19-20,53,36,86
"Madison County, NY",21-22,53,36,100
"Madison County, OH",11-12,97,39,197
"Madison County, OH",13-14,97,39,204
"Madison County, OH",15-16,97,39,216
"Madison County, OH",17-18,97,39,184
"Madison County, OH",19-20,97,39,168
"Madison County, OH",21-22,97,39,116
"Madison County, TN",11-12,113,47,386
"Madison County, TN",13-14,113,47,386
"Madison County, TN",15-16,113,47,266
"Madison County, TN",17-18,113,47,351
"Madison County, TN",19-20,113,47,119
"Mahnomen County, MN",11-12,87,27,69
"Mahnomen County, MN",13-14,87,27,46
"Mahnomen County, MN",15-16,87,27,48
"Mahnomen County, MN",17-18,87,27,44
"Mahnomen County, MN",19-20,87,27,47
"Mahnomen County, MN",21-22,87,27,46
"Mahoning County, OH",11-12,99,39,2882
"Mahoning County, OH",13-14,99,39,2646
"Mahoning County, OH",15-16,99,39,2528
"Mahoning County, OH",17-18,99,39,2513
"Mahoning County, OH",19-20,99,39,2123
"Mahoning County, OH",21-22,99,39,1990
"Malheur County, OR",15-16,45,41,75
"Malheur County, OR",17-18,45,41,65
"Malheur County, OR",19-20,45,41,66
"Malheur County, OR",21-22,45,41,48
"Manassas City, VA",11-12,683,51,916
"Manassas City, VA",13-14,683,51,926
"Manassas City, VA",15-16,683,51,633
"Manassas City, VA",17-18,683,51,884
"Manassas City, VA",19-20,683,51,487
"Manassas City, VA",21-22,683,51,457
"Manatee County, FL",11-12,81,12,264
"Manatee County, FL",13-14,81,12,239
"Manatee County, FL",15-16,81,12,239
"Manatee County, FL",17-18,81,12,253
"Manatee County, FL",19-20,81,12,244
"Manistee County, MI",11-12,101,26,233
"Manitowoc County, WI",11-12,71,55,1223
"Manitowoc County, WI",13-14,71,55,828
"Manitowoc County, WI",15-16,71,55,744
"Manitowoc County, WI",17-18,71,55,868
"Manitowoc County, WI",19-20,71,55,858
"Manitowoc County, WI",21-22,71,55,863
"Marathon County, WI",11-12,73,55,1511
"Marathon County, WI",13-14,73,55,796
"Marathon County, WI",15-16,73,55,1027
"Marathon County, WI",17-18,73,55,602
"Marathon County, WI",19-20,73,55,880
"Marathon County, WI",21-22,73,55,1101
"Maricopa County, AZ",11-12,13,4,12912
"Maricopa County, AZ",13-14,13,4,11347
"Maricopa County, AZ",15-16,13,4,12618
"Maricopa County, AZ",17-18,13,4,12340
"Maricopa County, AZ",19-20,13,4,11234
"Maricopa County, AZ",21-22,13,4,14056
"Maries County, MO",11-12,125,29,45
"Maries County, MO",13-14,125,29,45
