County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,21-22 Enrollment as Proportion of 19-20 Enrollment,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 19-20 Enrollment Rank,21-22 Enrollment as Proportion of 19-20 Enrollment Percentile,17-18 Enrollment,21-22 Enrollment as Proportion of 17-18 Enrollment,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 17-18 Enrollment Rank,21-22 Enrollment as Proportion of 17-18 Enrollment Percentile,11-12 Enrollment,21-22 Enrollment as Proportion of 11-12 Enrollment,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 11-12 Enrollment Rank,21-22 Enrollment as Proportion of 11-12 Enrollment Percentile
"Marshall County, WV",21-22,51,54,214,192.0,1.1145833333333333,22.0,378.0,64.33301797540209,349.0,67.07663197729423,190.0,1.1263157894736842,24.0,311.0,71.18959107806691,293.0,72.86245353159852,363.0,0.5895316804407713,-149.0,746.0,32.518115942028984,909.0,17.753623188405797
"Martin County, FL",21-22,85,12,406,142.0,2.859154929577465,264.0,138.0,87.03878902554399,17.0,98.48628192999054,144.0,2.8194444444444446,262.0,103.0,90.52044609665427,20.0,98.23420074349443,438.0,0.9269406392694064,-32.0,496.0,55.16304347826087,438.0,60.416666666666664
"Martin County, MN",21-22,91,27,88,118.0,0.7457627118644068,-30.0,759.0,28.2876064333018,932.0,11.920529801324504,108.0,0.8148148148148148,-20.0,619.0,42.56505576208178,788.0,26.858736059479554,129.0,0.6821705426356589,-41.0,535.0,51.63043478260869,806.0,27.083333333333332
"Mason County, KY",21-22,161,21,215,202.0,1.0643564356435644,13.0,435.0,58.94039735099338,427.0,59.69725638599811,199.0,1.0804020100502512,16.0,351.0,67.4721189591078,346.0,67.93680297397769,,,,,,,
"Mason County, MI",21-22,105,26,67,95.0,0.7052631578947368,-28.0,747.0,29.422894985808895,957.0,9.555345316934721,119.0,0.5630252100840336,-52.0,712.0,33.92193308550186,1003.0,6.877323420074349,141.0,0.475177304964539,-74.0,632.0,42.844202898550726,1016.0,8.06159420289855
"Matagorda County, TX",21-22,321,48,66,50.0,1.32,16.0,412.0,61.116367076631974,165.0,84.48438978240303,,,,,,,,113.0,0.584070796460177,-47.0,563.0,49.094202898550726,919.0,16.847826086956523
"Maui County, HI",21-22,9,15,861,820.0,1.05,41.0,309.0,70.86092715231787,455.0,57.04824976348155,479.0,1.7974947807933195,382.0,69.0,93.68029739776952,64.0,94.14498141263941,597.0,1.4422110552763818,264.0,49.0,95.65217391304348,93.0,91.66666666666666
"Maverick County, TX",21-22,323,48,250,198.0,1.2626262626262625,52.0,291.0,72.56385998107852,199.0,81.26773888363292,208.0,1.2019230769230769,42.0,260.0,75.92936802973978,232.0,78.53159851301115,291.0,0.8591065292096219,-41.0,535.0,51.63043478260869,564.0,49.0036231884058
"Mccracken County, KY",21-22,145,21,656,516.0,1.2713178294573644,140.0,197.0,81.45695364238411,195.0,81.64616840113528,348.0,1.8850574712643677,308.0,87.0,92.00743494423791,55.0,94.9814126394052,822.0,0.7980535279805353,-166.0,759.0,31.34057971014493,643.0,41.84782608695652
"Mchenry County, IL",21-22,111,17,1443,1830.0,0.7885245901639344,-387.0,974.0,7.9470198675496695,902.0,14.758751182592242,2148.0,0.6717877094972067,-705.0,976.0,9.386617100371748,925.0,14.12639405204461,2975.0,0.4850420168067227,-1532.0,1022.0,7.518115942028985,1009.0,8.695652173913043
"Mckinley County, NM",21-22,31,35,304,212.0,1.4339622641509433,92.0,243.0,77.1050141911069,127.0,88.0794701986755,91.0,3.340659340659341,213.0,115.0,89.40520446096654,11.0,99.07063197026022,602.0,0.5049833887043189,-298.0,835.0,24.456521739130434,988.0,10.597826086956522
"Mclean County, IL",21-22,113,17,1251,981.0,1.275229357798165,270.0,133.0,87.51182592242195,193.0,81.83538315988646,1790.0,0.6988826815642458,-539.0,962.0,10.687732342007434,906.0,15.892193308550187,1253.0,0.9984038308060654,-2.0,354.0,68.02536231884058,351.0,68.29710144927536
"Mclennan County, TX",21-22,309,48,854,503.0,1.6978131212723657,351.0,109.0,89.78240302743615,76.0,92.90444654683066,537.0,1.590316573556797,317.0,84.0,92.28624535315984,95.0,91.2639405204461,680.0,1.2558823529411764,174.0,68.0,93.93115942028986,151.0,86.41304347826086
"Mcleod County, MN",21-22,85,27,209,106.0,1.971698113207547,103.0,229.0,78.42951750236519,43.0,96.02649006622516,249.0,0.8393574297188755,-40.0,682.0,36.71003717472119,746.0,30.76208178438662,416.0,0.5024038461538461,-207.0,788.0,28.713768115942027,992.0,10.23550724637681
"Mcpherson County, KS",21-22,113,20,108,,,,,,,,115.0,0.9391304347826087,-7.0,525.0,51.301115241635685,587.0,45.539033457249076,93.0,1.1612903225806452,15.0,269.0,75.72463768115942,200.0,81.97463768115942
"Mecklenburg County, NC",21-22,119,37,3728,2925.0,1.2745299145299145,803.0,43.0,96.02649006622516,194.0,81.74077578051087,3670.0,1.0158038147138964,58.0,233.0,78.43866171003717,431.0,60.03717472118959,4906.0,0.7598858540562576,-1178.0,999.0,9.601449275362318,694.0,37.22826086956522
"Mecosta County, MI",21-22,107,26,255,85.0,3.0,170.0,176.0,83.44370860927152,7.0,99.43235572374645,,,,,,,,172.0,1.4825581395348837,83.0,116.0,89.58333333333334,84.0,92.48188405797102
"Medina County, OH",21-22,103,39,1501,1342.0,1.1184798807749627,159.0,185.0,82.5922421948912,342.0,67.73888363292336,271.0,5.538745387453875,1230.0,11.0,99.07063197026022,6.0,99.53531598513011,1330.0,1.1285714285714286,171.0,70.0,93.75,216.0,80.52536231884058
"Medina County, TX",21-22,325,48,114,165.0,0.6909090909090909,-51.0,822.0,22.327341532639547,961.0,9.176915799432356,135.0,0.8444444444444444,-21.0,626.0,41.91449814126394,740.0,31.319702602230482,132.0,0.8636363636363636,-18.0,433.0,60.86956521739131,552.0,50.09057971014492
"Meeker County, MN",21-22,93,27,57,57.0,1.0,0.0,560.0,47.11447492904446,560.0,47.11447492904446,68.0,0.8382352941176471,-11.0,550.0,48.97769516728624,748.0,30.576208178438662,87.0,0.6551724137931034,-30.0,488.0,55.88768115942029,831.0,24.818840579710145
"Mendocino County, CA",21-22,45,6,166,160.0,1.0375,6.0,494.0,53.358561967833495,473.0,55.34531693472091,188.0,0.8829787234042553,-22.0,630.0,41.542750929368026,689.0,36.059479553903344,229.0,0.7248908296943232,-63.0,603.0,45.471014492753625,752.0,31.974637681159418
"Menominee County, MI",21-22,109,26,110,127.0,0.8661417322834646,-17.0,696.0,34.24787133396405,822.0,22.327341532639547,109.0,1.0091743119266054,1.0,454.0,57.899628252788105,448.0,58.45724907063197,101.0,1.0891089108910892,9.0,294.0,73.46014492753623,255.0,76.9927536231884
"Merced County, CA",21-22,47,6,326,276.0,1.181159420289855,50.0,296.0,72.09082308420058,266.0,74.92904446546831,404.0,0.806930693069307,-78.0,766.0,28.903345724907066,798.0,25.929368029739774,835.0,0.3904191616766467,-509.0,913.0,17.391304347826086,1060.0,4.076086956521739
"Mercer County, NJ",21-22,21,34,1857,3189.0,0.5823142050799623,-1332.0,1046.0,1.1352885525070955,1011.0,4.446546830652791,2753.0,0.6745368688703233,-896.0,997.0,7.434944237918216,921.0,14.49814126394052,4588.0,0.40475152571926765,-2731.0,1055.0,4.528985507246377,1053.0,4.710144927536232
"Mercer County, OH",21-22,107,39,169,171.0,0.9883040935672515,-2.0,581.0,45.127719962157045,592.0,44.08703878902555,165.0,1.0242424242424242,4.0,422.0,60.87360594795539,414.0,61.61710037174721,153.0,1.1045751633986929,16.0,265.0,76.08695652173914,239.0,78.44202898550725
"Mercer County, PA",21-22,85,42,249,242.0,1.0289256198347108,7.0,478.0,54.87228003784295,492.0,53.54777672658467,97.0,2.5670103092783507,152.0,149.0,86.2453531598513,26.0,97.67657992565056,682.0,0.3651026392961877,-433.0,888.0,19.655797101449277,1072.0,2.989130434782609
"Merrimack County, NH",21-22,13,33,169,304.0,0.555921052631579,-135.0,891.0,15.799432355723747,1023.0,3.3112582781456954,856.0,0.19742990654205608,-687.0,975.0,9.479553903345725,1074.0,0.2788104089219331,591.0,0.2859560067681895,-422.0,884.0,20.018115942028984,1093.0,1.0869565217391304
"Mesa County, CO",21-22,77,8,481,464.0,1.0366379310344827,17.0,403.0,61.9678334910123,476.0,55.06149479659413,463.0,1.038876889848812,18.0,341.0,68.40148698884758,395.0,63.38289962825279,387.0,1.2428940568475453,94.0,113.0,89.85507246376811,154.0,86.1413043478261
"Miami County, KS",21-22,121,20,279,106.0,2.6320754716981134,173.0,174.0,83.6329233680227,20.0,98.20245979186376,100.0,2.79,179.0,127.0,88.2899628252788,23.0,97.95539033457248,370.0,0.754054054054054,-91.0,677.0,38.768115942028984,707.0,36.05072463768116
"Miami County, OH",21-22,109,39,307,431.0,0.7122969837587007,-124.0,880.0,16.840113528855248,954.0,9.839167455061496,312.0,0.9839743589743589,-5.0,512.0,52.5092936802974,499.0,53.71747211895911,383.0,0.8015665796344648,-76.0,640.0,42.119565217391305,636.0,42.481884057971016
"Miami-Dade County, FL",21-22,86,12,20063,20851.0,0.9622080475756558,-788.0,1017.0,3.878902554399243,644.0,39.1674550614948,20106.0,0.997861334924898,-43.0,691.0,35.87360594795539,479.0,55.576208178438655,20566.0,0.9755421569580862,-503.0,909.0,17.753623188405797,377.0,65.94202898550725
"Middlesex County, CT",21-22,7,9,1319,1357.0,0.971997052321297,-38.0,793.0,25.07095553453169,626.0,40.87038789025544,833.0,1.5834333733493398,486.0,56.0,94.88847583643123,97.0,91.07806691449815,2016.0,0.654265873015873,-697.0,954.0,13.677536231884059,832.0,24.728260869565215
"Middlesex County, MA",21-22,17,25,7812,6042.0,1.2929493545183715,1770.0,12.0,98.9593188268685,182.0,82.87606433301798,7620.0,1.0251968503937008,192.0,124.0,88.56877323420075,412.0,61.80297397769516,12277.0,0.6363118025576281,-4465.0,1086.0,1.7210144927536233,850.0,23.097826086956523
"Middlesex County, NJ",21-22,23,34,2967,3046.0,0.974064346684176,-79.0,865.0,18.25922421948912,619.0,41.53263954588458,4576.0,0.6483828671328671,-1609.0,1038.0,3.62453531598513,942.0,12.546468401486987,5601.0,0.5297268344938404,-2634.0,1053.0,4.710144927536232,962.0,12.952898550724637
"Midland County, MI",21-22,111,26,135,213.0,0.6338028169014085,-78.0,863.0,18.448438978240304,994.0,6.054872280037843,194.0,0.6958762886597938,-59.0,731.0,32.15613382899628,909.0,15.613382899628252,355.0,0.38028169014084506,-220.0,793.0,28.26086956521739,1066.0,3.532608695652174
"Midland County, TX",21-22,329,48,472,485.0,0.9731958762886598,-13.0,674.0,36.329233680227055,625.0,40.96499526963103,445.0,1.060674157303371,27.0,301.0,72.11895910780669,370.0,65.70631970260223,342.0,1.3801169590643274,130.0,91.0,91.84782608695652,106.0,90.48913043478261
"Mifflin County, PA",21-22,87,42,77,62.0,1.2419354838709677,15.0,418.0,60.54872280037843,213.0,79.94323557237465,65.0,1.1846153846153846,12.0,374.0,65.33457249070632,243.0,77.5092936802974,88.0,0.875,-11.0,400.0,63.858695652173914,529.0,52.17391304347826
"Miller County, MO",21-22,131,29,46,59.0,0.7796610169491526,-13.0,674.0,36.329233680227055,911.0,13.90728476821192,71.0,0.647887323943662,-25.0,643.0,40.33457249070632,943.0,12.453531598513012,83.0,0.5542168674698795,-37.0,520.0,52.9891304347826,940.0,14.945652173913043
"Milwaukee County, WI",21-22,79,55,16047,16524.0,0.9711328976034859,-477.0,994.0,6.054872280037843,629.0,40.586565752128664,15537.0,1.0328248696659588,510.0,53.0,95.16728624535315,402.0,62.73234200743495,16951.0,0.946669812990384,-904.0,977.0,11.594202898550725,412.0,62.77173913043478
"Minidoka County, ID",21-22,67,16,170,162.0,1.0493827160493827,8.0,469.0,55.723746452223274,457.0,56.85903500473037,152.0,1.118421052631579,18.0,341.0,68.40148698884758,299.0,72.30483271375465,105.0,1.619047619047619,65.0,139.0,87.5,57.0,94.92753623188406
"Minnehaha County, SD",21-22,99,46,3459,1388.0,2.4920749279538903,2071.0,8.0,99.33774834437085,24.0,97.82403027436139,1525.0,2.2681967213114755,1934.0,3.0,99.81412639405205,33.0,97.02602230483272,2862.0,1.2085953878406708,597.0,18.0,98.46014492753623,173.0,84.42028985507247
"Mississippi County, MO",21-22,133,29,46,,,,,,,,65.0,0.7076923076923077,-19.0,610.0,43.40148698884758,896.0,16.82156133828996,100.0,0.46,-54.0,581.0,47.46376811594203,1024.0,7.336956521739131
"Missoula County, MT",21-22,63,30,492,779.0,0.631578947368421,-287.0,950.0,10.21759697256386,995.0,5.960264900662252,440.0,1.1181818181818182,52.0,247.0,77.13754646840148,300.0,72.21189591078067,299.0,1.645484949832776,193.0,62.0,94.47463768115942,54.0,95.19927536231883
"Mitchell County, KS",21-22,123,20,398,223.0,1.7847533632286996,175.0,173.0,83.72753074739829,61.0,94.32355723746451,340.0,1.1705882352941177,58.0,233.0,78.43866171003717,255.0,76.39405204460967,255.0,1.5607843137254902,143.0,84.0,92.48188405797102,68.0,93.93115942028986
"Mobile County, AL",21-22,97,1,2589,2626.0,0.9859101294744859,-37.0,788.0,25.543992431409652,596.0,43.70860927152318,3527.0,0.7340516019279841,-938.0,1003.0,6.877323420074349,876.0,18.680297397769515,4063.0,0.6372138813684469,-1474.0,1019.0,7.789855072463768,848.0,23.27898550724638
"Mohave County, AZ",21-22,15,4,90,64.0,1.40625,26.0,358.0,66.22516556291392,133.0,87.51182592242195,40.0,2.25,50.0,250.0,76.85873605947955,35.0,96.84014869888475,,,,,,,
"Moniteau County, MO",21-22,135,29,97,87.0,1.1149425287356323,10.0,452.0,57.33207190160833,347.0,67.2658467360454,111.0,0.8738738738738738,-14.0,574.0,46.74721189591078,705.0,34.572490706319705,123.0,0.7886178861788617,-26.0,470.0,57.51811594202898,658.0,40.48913043478261
"Monmouth County, NJ",21-22,25,34,4438,5279.0,0.8406895245311612,-841.0,1024.0,3.216650898770104,850.0,19.67833491012299,6592.0,0.6732402912621359,-2154.0,1055.0,2.0446096654275094,924.0,14.219330855018589,8834.0,0.5023771790808241,-4396.0,1084.0,1.9021739130434785,993.0,10.144927536231885
"Monongalia County, WV",21-22,61,54,429,394.0,1.0888324873096447,35.0,327.0,69.15799432355723,382.0,63.95458845789972,429.0,1.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,400.0,1.0725,29.0,215.0,80.61594202898551,273.0,75.36231884057972
"Monroe County, FL",21-22,87,12,355,313.0,1.134185303514377,42.0,305.0,71.23935666982024,318.0,70.00946073793756,277.0,1.2815884476534296,78.0,202.0,81.31970260223048,177.0,83.64312267657994,176.0,2.0170454545454546,179.0,67.0,94.02173913043478,21.0,98.18840579710145
"Monroe County, IL",21-22,133,17,554,579.0,0.9568221070811744,-25.0,734.0,30.65279091769158,654.0,38.221381267738884,827.0,0.6698911729141476,-273.0,899.0,16.54275092936803,929.0,13.754646840148698,851.0,0.6509988249118684,-297.0,834.0,24.547101449275363,836.0,24.365942028985508
"Monroe County, IN",21-22,105,18,346,,,,,,,,427.0,0.810304449648712,-81.0,771.0,28.438661710037177,794.0,26.301115241635685,433.0,0.7990762124711316,-87.0,665.0,39.85507246376812,638.0,42.30072463768116
"Monroe County, MI",21-22,115,26,1089,805.0,1.3527950310559007,284.0,129.0,87.89025543992432,152.0,85.71428571428571,1421.0,0.7663617171006334,-332.0,918.0,14.776951672862454,844.0,21.654275092936803,1600.0,0.680625,-511.0,914.0,17.30072463768116,808.0,26.902173913043477
"Monroe County, MO",21-22,137,29,166,177.0,0.9378531073446328,-11.0,655.0,38.12677388836329,692.0,34.62630085146641,171.0,0.9707602339181286,-5.0,512.0,52.5092936802974,530.0,50.8364312267658,197.0,0.8426395939086294,-31.0,491.0,55.61594202898551,584.0,47.19202898550724
"Monroe County, NY",21-22,55,36,4651,4365.0,1.0655211912943872,286.0,128.0,87.9848628192999,424.0,59.98107852412489,4666.0,0.9967852550364338,-15.0,584.0,45.817843866171,481.0,55.39033457249071,6107.0,0.7615850663173408,-1456.0,1018.0,7.880434782608696,689.0,37.68115942028986
"Monroe County, OH",21-22,111,39,198,113.0,1.752212389380531,85.0,249.0,76.53736991485336,68.0,93.66130558183539,,,,,,,,126.0,1.5714285714285714,72.0,128.0,88.4963768115942,65.0,94.20289855072464
"Monroe County, PA",21-22,89,42,419,555.0,0.7549549549549549,-136.0,892.0,15.704824976348156,927.0,12.39356669820246,745.0,0.5624161073825503,-326.0,915.0,15.055762081784389,1004.0,6.784386617100371,480.0,0.8729166666666667,-61.0,593.0,46.3768115942029,534.0,51.721014492753625
"Monroe County, WI",21-22,81,55,152,290.0,0.5241379310344828,-138.0,897.0,15.2317880794702,1026.0,3.0274361400189216,333.0,0.45645645645645644,-181.0,846.0,21.468401486988846,1033.0,4.089219330855019,357.0,0.4257703081232493,-205.0,785.0,28.985507246376812,1043.0,5.615942028985507
"Montcalm County, MI",21-22,117,26,105,103.0,1.0194174757281553,2.0,541.0,48.912015137180695,514.0,51.466414380321666,123.0,0.8536585365853658,-18.0,603.0,44.05204460966542,730.0,32.24907063197026,164.0,0.6402439024390244,-59.0,588.0,46.82971014492754,846.0,23.46014492753623
"Monterey County, CA",21-22,53,6,1781,1197.0,1.4878863826232247,584.0,67.0,93.75591296121098,116.0,89.120151371807,2162.0,0.8237742830712304,-381.0,928.0,13.847583643122677,775.0,28.066914498141266,1857.0,0.959073774905762,-76.0,640.0,42.119565217391305,397.0,64.13043478260869
"Montgomery County, AL",21-22,101,1,1170,823.0,1.4216281895504252,347.0,114.0,89.30936613055819,131.0,87.70104068117314,868.0,1.347926267281106,302.0,89.0,91.82156133828995,149.0,86.2453531598513,1020.0,1.1470588235294117,150.0,78.0,93.02536231884058,212.0,80.88768115942028
"Montgomery County, IL",21-22,135,17,74,74.0,1.0,0.0,560.0,47.11447492904446,560.0,47.11447492904446,82.0,0.9024390243902439,-8.0,534.0,50.46468401486989,660.0,38.7546468401487,84.0,0.8809523809523809,-10.0,390.0,64.76449275362319,514.0,53.53260869565217
"Montgomery County, KS",21-22,125,20,89,100.0,0.89,-11.0,655.0,38.12677388836329,783.0,26.017029328287606,105.0,0.8476190476190476,-16.0,587.0,45.539033457249076,734.0,31.87732342007435,228.0,0.39035087719298245,-139.0,737.0,33.33333333333333,1061.0,3.985507246376811
"Montgomery County, MD",21-22,31,24,10208,11041.0,0.9245539353319445,-833.0,1023.0,3.3112582781456954,714.0,32.544938505203405,10071.0,1.013603415748188,137.0,158.0,85.40892193308551,437.0,59.479553903345725,11507.0,0.8871121925784305,-1299.0,1009.0,8.695652173913043,499.0,54.891304347826086
"Montgomery County, MO",21-22,139,29,63,,,,,,,,64.0,0.984375,-1.0,477.0,55.762081784386616,498.0,53.81040892193308,53.0,1.1886792452830188,10.0,291.0,73.73188405797102,184.0,83.42391304347827
"Montgomery County, OH",21-22,113,39,5488,5466.0,1.004024881083059,22.0,378.0,64.33301797540209,552.0,47.87133396404919,6709.0,0.818005664033388,-1221.0,1024.0,4.925650557620818,782.0,27.416356877323423,6878.0,0.7979063681302704,-1390.0,1015.0,8.152173913043478,644.0,41.757246376811594
"Montgomery County, PA",21-22,91,42,10092,10119.0,0.9973317521494219,-27.0,741.0,29.990539262062445,575.0,45.6953642384106,10219.0,0.9875721694882083,-127.0,820.0,23.884758364312265,492.0,54.368029739776944,13695.0,0.7369112814895947,-3603.0,1071.0,3.0797101449275366,733.0,33.69565217391305
"Montgomery County, TN",21-22,125,47,138,131.0,1.0534351145038168,7.0,478.0,54.87228003784295,446.0,57.89971617786187,144.0,0.9583333333333334,-6.0,524.0,51.39405204460966,551.0,48.88475836431227,134.0,1.0298507462686568,4.0,316.0,71.46739130434783,303.0,72.64492753623189
"Montgomery County, TX",21-22,339,48,241,729.0,0.33058984910836764,-488.0,995.0,5.960264900662252,1055.0,0.28382213812677387,756.0,0.3187830687830688,-515.0,958.0,11.059479553903346,1062.0,1.3940520446096654,809.0,0.2978986402966625,-568.0,923.0,16.485507246376812,1092.0,1.177536231884058
"Montgomery County, VA",21-22,121,51,191,126.0,1.5158730158730158,65.0,272.0,74.36140018921475,109.0,89.78240302743615,101.0,1.891089108910891,90.0,190.0,82.43494423791822,52.0,95.26022304832715,115.0,1.6608695652173913,76.0,121.0,89.13043478260869,51.0,95.47101449275362
"Montour County, PA",21-22,93,42,240,134.0,1.791044776119403,106.0,221.0,79.18637653736992,60.0,94.41816461684012,147.0,1.6326530612244898,93.0,187.0,82.71375464684016,87.0,92.00743494423791,193.0,1.2435233160621761,47.0,168.0,84.87318840579711,153.0,86.23188405797102
"Montrose County, CO",21-22,85,8,81,92.0,0.8804347826086957,-11.0,655.0,38.12677388836329,799.0,24.503311258278146,136.0,0.5955882352941176,-55.0,719.0,33.27137546468401,977.0,9.293680297397769,28.0,2.892857142857143,53.0,160.0,85.59782608695652,5.0,99.63768115942028
"Moore County, NC",21-22,125,37,250,,,,,,,,212.0,1.179245283018868,38.0,269.0,75.09293680297398,245.0,77.32342007434944,183.0,1.366120218579235,67.0,136.0,87.77173913043478,116.0,89.58333333333334
"Morgan County, AL",21-22,103,1,203,98.0,2.0714285714285716,105.0,224.0,78.90255439924314,36.0,96.68874172185431,124.0,1.6370967741935485,79.0,200.0,81.50557620817844,84.0,92.28624535315984,105.0,1.9333333333333333,98.0,109.0,90.21739130434783,28.0,97.55434782608695
"Morgan County, IL",21-22,137,17,124,132.0,0.9393939393939394,-8.0,627.0,40.77578051087985,686.0,35.193945127719964,449.0,0.27616926503340755,-325.0,913.0,15.241635687732341,1071.0,0.5576208178438662,371.0,0.33423180592991913,-247.0,809.0,26.811594202898554,1083.0,1.9927536231884055
"Morris County, NJ",21-22,27,34,3499,3066.0,1.1412263535551206,433.0,94.0,91.20151371807,310.0,70.76631977294228,3741.0,0.9353114140604116,-242.0,883.0,18.029739776951672,596.0,44.70260223048327,6232.0,0.5614569961489089,-2733.0,1056.0,4.438405797101449,938.0,15.126811594202898
"Morrison County, MN",21-22,97,27,413,551.0,0.7495462794918331,-138.0,897.0,15.2317880794702,929.0,12.204351939451277,269.0,1.5353159851301115,144.0,153.0,85.87360594795538,103.0,90.52044609665427,494.0,0.8360323886639676,-81.0,654.0,40.85144927536232,596.0,46.10507246376812
"Morton County, ND",21-22,59,38,168,271.0,0.6199261992619927,-103.0,873.0,17.50236518448439,1000.0,5.4872280037842955,92.0,1.826086956521739,76.0,204.0,81.13382899628253,61.0,94.42379182156134,270.0,0.6222222222222222,-102.0,691.0,37.5,868.0,21.467391304347828
"Mower County, MN",21-22,99,27,306,117.0,2.6153846153846154,189.0,166.0,84.38978240302744,21.0,98.10785241248817,430.0,0.7116279069767442,-124.0,817.0,24.1635687732342,893.0,17.100371747211895,402.0,0.7611940298507462,-96.0,682.0,38.315217391304344,691.0,37.5
"Multnomah County, OR",21-22,51,41,4256,4182.0,1.0176948828311811,74.0,263.0,75.21286660359509,519.0,50.993377483443716,3754.0,1.1337240277037826,502.0,54.0,95.07434944237917,283.0,73.7918215613383,5446.0,0.781491002570694,-1190.0,1001.0,9.420289855072465,667.0,39.67391304347826
"Muscatine County, IA",21-22,139,19,315,312.0,1.0096153846153846,3.0,532.0,49.76348155156102,536.0,49.38505203405866,316.0,0.9968354430379747,-1.0,477.0,55.762081784386616,480.0,55.48327137546468,,,,,,,
"Muscogee County, GA",21-22,215,13,750,,,,,,,,623.0,1.203852327447833,127.0,163.0,84.94423791821562,227.0,78.99628252788105,605.0,1.2396694214876034,145.0,81.0,92.7536231884058,157.0,85.86956521739131
"Muskegon County, MI",21-22,121,26,480,413.0,1.162227602905569,67.0,271.0,74.45600756859035,290.0,72.65846736045411,420.0,1.1428571428571428,60.0,231.0,78.62453531598513,271.0,74.90706319702602,549.0,0.8743169398907104,-69.0,623.0,43.65942028985507,532.0,51.902173913043484
"Muskingum County, OH",21-22,119,39,448,378.0,1.1851851851851851,70.0,266.0,74.92904446546831,261.0,75.40208136234627,437.0,1.0251716247139588,11.0,376.0,65.14869888475836,413.0,61.71003717472119,444.0,1.009009009009009,4.0,316.0,71.46739130434783,331.0,70.1086956521739
"Muskogee County, OK",21-22,101,40,95,100.0,0.95,-5.0,606.0,42.762535477767265,672.0,36.51844843897824,100.0,0.95,-5.0,512.0,52.5092936802974,569.0,47.21189591078067,103.0,0.9223300970873787,-8.0,381.0,65.57971014492753,448.0,59.5108695652174
"Napa County, CA",21-22,55,6,1075,3114.0,0.3452151573538857,-2039.0,1053.0,0.47303689687795647,1050.0,0.7568590350047304,3272.0,0.32854523227383864,-2197.0,1056.0,1.9516728624535316,1060.0,1.5799256505576207,809.0,1.3288009888751544,266.0,48.0,95.7427536231884,126.0,88.67753623188406
"Nash County, NC",21-22,127,37,114,,,,,,,,,,,,,,,113.0,1.008849557522124,1.0,337.0,69.56521739130434,332.0,70.01811594202898
"Nassau County, FL",21-22,89,12,234,219.0,1.0684931506849316,15.0,418.0,60.54872280037843,416.0,60.737937559129605,246.0,0.9512195121951219,-12.0,558.0,48.234200743494426,566.0,47.4907063197026,222.0,1.054054054054054,12.0,278.0,74.90942028985508,282.0,74.54710144927536
"Nassau County, NY",21-22,59,36,8069,9848.0,0.8193541835905768,-1779.0,1050.0,0.7568590350047304,872.0,17.596972563859982,11902.0,0.6779532851621576,-3833.0,1072.0,0.4646840148698885,919.0,14.684014869888475,17604.0,0.4583617359690979,-9535.0,1101.0,0.36231884057971014,1026.0,7.155797101449275
"Natchitoches Parish, LA",21-22,69,22,322,353.0,0.9121813031161473,-31.0,762.0,28.00378429517502,740.0,30.085146641438033,386.0,0.8341968911917098,-64.0,741.0,31.226765799256505,754.0,30.018587360594793,397.0,0.8110831234256927,-75.0,637.0,42.391304347826086,624.0,43.56884057971014
"Navajo County, AZ",21-22,17,4,155,153.0,1.0130718954248366,2.0,541.0,48.912015137180695,531.0,49.85808893093661,140.0,1.1071428571428572,15.0,355.0,67.1003717472119,313.0,71.00371747211895,214.0,0.7242990654205608,-59.0,588.0,46.82971014492754,755.0,31.70289855072464
"Nelson County, KY",21-22,179,21,959,1083.0,0.8855032317636196,-124.0,880.0,16.840113528855248,791.0,25.260170293282876,766.0,1.251958224543081,193.0,122.0,88.7546468401487,188.0,82.62081784386616,1020.0,0.9401960784313725,-61.0,593.0,46.3768115942029,423.0,61.77536231884058
"Nemaha County, KS",21-22,131,20,228,236.0,0.9661016949152542,-8.0,627.0,40.77578051087985,638.0,39.735099337748345,228.0,1.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,174.0,1.3103448275862069,54.0,157.0,85.86956521739131,135.0,87.86231884057972
"Neosho County, KS",21-22,133,20,86,82.0,1.048780487804878,4.0,519.0,50.993377483443716,460.0,56.5752128666036,100.0,0.86,-14.0,574.0,46.74721189591078,720.0,33.17843866171003,90.0,0.9555555555555556,-4.0,366.0,66.93840579710145,401.0,63.76811594202898
"Ness County, KS",21-22,135,20,56,61.0,0.9180327868852459,-5.0,606.0,42.762535477767265,728.0,31.22043519394513,57.0,0.9824561403508771,-1.0,477.0,55.762081784386616,502.0,53.438661710037174,82.0,0.6829268292682927,-26.0,470.0,57.51811594202898,803.0,27.355072463768117
"New Castle County, DE",21-22,3,10,4927,4687.0,1.0512054619159377,240.0,145.0,86.37653736991486,454.0,57.14285714285714,5676.0,0.8680408738548273,-749.0,982.0,8.828996282527882,711.0,34.014869888475836,8726.0,0.5646344258537703,-3799.0,1079.0,2.355072463768116,935.0,15.39855072463768
