School Year,State,Diocese,County & State,State ANSI Code,County Code,Enrollment
15-16,NY,"Syracuse, NY","Broome County, NY",36,7,980
15-16,NY,"Syracuse, NY","Chenango County, NY",36,17,117
15-16,NY,"Syracuse, NY","Cortland County, NY",36,23,151
15-16,NY,"Syracuse, NY","Oneida County, NY",36,65,532
15-16,NY,"Syracuse, NY","Onondaga County, NY",36,67,2535
15-16,NY,"Syracuse, NY","Oswego County, NY",36,75,184
15-16,OH,"Cincinnati, OH","Auglaize County, OH",39,11,133
15-16,OH,"Cincinnati, OH","Brown County, OH",39,15,62
15-16,OH,"Cincinnati, OH","Butler County, OH",39,17,2796
15-16,OH,"Cincinnati, OH","Clark County, OH",39,23,455
15-16,OH,"Cincinnati, OH","Clermont County, OH",39,25,2172
15-16,OH,"Cincinnati, OH","Darke County, OH",39,37,119
15-16,OH,"Cincinnati, OH","Greene County, OH",39,57,595
15-16,OH,"Cincinnati, OH","Hamilton County, OH",39,61,20416
15-16,OH,"Cincinnati, OH","Highland County, OH",39,71,64
15-16,OH,"Cincinnati, OH","Mercer County, OH",39,107,163
15-16,OH,"Cincinnati, OH","Miami County, OH",39,109,290
15-16,OH,"Cincinnati, OH","Montgomery County, OH",39,113,6366
15-16,OH,"Cincinnati, OH","Shelby County, OH",39,149,432
15-16,OH,"Cincinnati, OH","Warren County, OH",39,165,2326
15-16,OH,"Cleveland, OH","Ashland County, OH",39,5,175
15-16,OH,"Cleveland, OH","Cuyahoga County, OH",39,35,21710
15-16,OH,"Cleveland, OH","Geauga County, OH",39,55,1857
15-16,OH,"Cleveland, OH","Lake County, OH",39,85,2260
15-16,OH,"Cleveland, OH","Lorain County, OH",39,93,2742
15-16,OH,"Cleveland, OH","Medina County, OH",39,103,1220
15-16,OH,"Cleveland, OH","Summit County, OH",39,153,7565
15-16,OH,"Cleveland, OH","Wayne County, OH",39,169,108
15-16,OH,"Columbus, OH","Coshocton County, OH",39,31,112
15-16,OH,"Columbus, OH","Delaware County, OH",39,41,1229
15-16,OH,"Columbus, OH","Fairfield County, OH",39,45,160
15-16,OH,"Columbus, OH","Franklin County, OH",39,49,9289
15-16,OH,"Columbus, OH","Jackson County, OH",39,79,122
15-16,OH,"Columbus, OH","Knox County, OH",39,83,194
15-16,OH,"Columbus, OH","Licking County, OH",39,89,534
15-16,OH,"Columbus, OH","Madison County, OH",39,97,216
15-16,OH,"Columbus, OH","Muskingum County, OH",39,119,299
15-16,OH,"Columbus, OH","Perry County, OH",39,127,207
15-16,OH,"Columbus, OH","Ross County, OH",39,141,188
15-16,OH,"Columbus, OH","Scioto County, OH",39,145,429
15-16,OH,"Columbus, OH","Tuscarawas County, OH",39,157,177
15-16,OH,"Steubenville, OH","Belmont County, OH",39,13,533
15-16,OH,"Steubenville, OH","Guernsey County, OH",39,59,106
15-16,OH,"Steubenville, OH","Jefferson County, OH",39,81,738
15-16,OH,"Steubenville, OH","Lawrence County, OH",39,87,130
15-16,OH,"Steubenville, OH","Monroe County, OH",39,111,136
15-16,OH,"Steubenville, OH","Washington County, OH",39,167,320
15-16,OH,"Toledo, OH","Allen County, OH",39,3,1345
15-16,OH,"Toledo, OH","Crawford County, OH",39,33,66
15-16,OH,"Toledo, OH","Defiance County, OH",39,39,123
15-16,OH,"Toledo, OH","Erie County, OH",39,43,301
15-16,OH,"Toledo, OH","Fulton County, OH",39,51,233
15-16,OH,"Toledo, OH","Hancock County, OH",39,63,555
15-16,OH,"Toledo, OH","Henry County, OH",39,69,59
15-16,OH,"Toledo, OH","Huron County, OH",39,77,914
15-16,OH,"Toledo, OH","Lucas County, OH",39,95,6964
15-16,OH,"Toledo, OH","Ottawa County, OH",39,123,104
15-16,OH,"Toledo, OH","Paulding County, OH",39,125,80
15-16,OH,"Toledo, OH","Putnam County, OH",39,137,446
15-16,OH,"Toledo, OH","Richland County, OH",39,139,705
15-16,OH,"Toledo, OH","Sandusky County, OH",39,143,221
15-16,OH,"Toledo, OH","Van Wert County, OH",39,161,72
15-16,OH,"Toledo, OH","Williams County, OH",39,171,75
15-16,OH,"Toledo, OH","Wood County, OH",39,173,485
15-16,OH,"Toledo, OH","Wyandot County, OH",39,175,196
15-16,OH,"Youngstown, OH","Ashtabula County, OH",39,7,413
15-16,OH,"Youngstown, OH","Mahoning County, OH",39,99,2528
15-16,OH,"Youngstown, OH","Portage County, OH",39,133,387
15-16,OH,"Youngstown, OH","Stark County, OH",39,151,2681
15-16,OH,"Youngstown, OH","Trumbull County, OH",39,155,1781
15-16,OK,"Oklahoma City, OK","Canadian County, OK",40,17,381
15-16,OK,"Oklahoma City, OK","Cleveland County, OK",40,27,381
15-16,OK,"Oklahoma City, OK","Comanche County, OK",40,31,143
15-16,OK,"Oklahoma City, OK","Garfield County, OK",40,47,115
15-16,OK,"Oklahoma City, OK","Kingfisher County, OK",40,73,180
15-16,OK,"Oklahoma City, OK","Logan County, OK",40,83,182
15-16,OK,"Oklahoma City, OK","Oklahoma County, OK",40,109,2653
15-16,OK,"Tulsa, OK","Muskogee County, OK",40,101,117
15-16,OK,"Tulsa, OK","Tulsa County, OK",40,143,3399
15-16,OK,"Tulsa, OK","Washington County, OK",40,147,125
15-16,OR,"Baker, OR","Deschutes County, OR",41,17,218
15-16,OR,"Baker, OR","Malheur County, OR",41,45,75
15-16,OR,"Baker, OR","Union County, OR",41,61,21
15-16,OR,"Portland, OR","Clackamas County, OR",41,5,1586
15-16,OR,"Portland, OR","Jackson County, OR",41,29,670
15-16,OR,"Portland, OR","Josephine County, OR",41,33,64
15-16,OR,"Portland, OR","Lane County, OR",41,39,1365
15-16,OR,"Portland, OR","Marion County, OR",41,47,1480
15-16,OR,"Portland, OR","Multnomah County, OR",41,51,5403
15-16,OR,"Portland, OR","Washington County, OR",41,67,2781
15-16,OR,"Portland, OR","Yamhill County, OR",41,71,105
15-16,PA,"Allentown, PA","Berks County, PA",42,11,2451
15-16,PA,"Allentown, PA","Carbon County, PA",42,25,240
15-16,PA,"Allentown, PA","Lehigh County, PA",42,77,3381
15-16,PA,"Allentown, PA","Northampton County, PA",42,95,3027
15-16,PA,"Allentown, PA","Schuylkill County, PA",42,107,834
15-16,PA,"Altoona-Johnstown, PA","Bedford County, PA",42,9,67
15-16,PA,"Altoona-Johnstown, PA","Blair County, PA",42,13,835
15-16,PA,"Altoona-Johnstown, PA","Cambria County, PA",42,21,2236
15-16,PA,"Altoona-Johnstown, PA","Centre County, PA",42,27,597
15-16,PA,"Altoona-Johnstown, PA","Clinton County, PA",42,35,190
15-16,PA,"Altoona-Johnstown, PA","Somerset County, PA",42,111,112
15-16,PA,"Erie, PA","Clarion County, PA",42,31,160
15-16,PA,"Erie, PA","Clearfield County, PA",42,33,689
15-16,PA,"Erie, PA","Crawford County, PA",42,39,153
15-16,PA,"Erie, PA","Elk County, PA",42,47,411
15-16,PA,"Erie, PA","Erie County, PA",42,49,2491
15-16,PA,"Erie, PA","Jefferson County, PA",42,65,82
15-16,PA,"Erie, PA","Mercer County, PA",42,85,166
15-16,PA,"Erie, PA","Venango County, PA",42,121,145
15-16,PA,"Erie, PA","Warren County, PA",42,123,137
15-16,PA,"Greensburg, PA","Armstrong County, PA",42,5,290
15-16,PA,"Greensburg, PA","Fayette County, PA",42,51,665
15-16,PA,"Greensburg, PA","Indiana County, PA",42,63,110
15-16,PA,"Greensburg, PA","Westmoreland County, PA",42,129,1820
15-16,PA,"Harrisburg, PA","Adams County, PA",42,1,866
15-16,PA,"Harrisburg, PA","Columbia County, PA",42,37,222
15-16,PA,"Harrisburg, PA","Cumberland County, PA",42,41,1901
15-16,PA,"Harrisburg, PA","Dauphin County, PA",42,43,1866
15-16,PA,"Harrisburg, PA","Franklin County, PA",42,55,324
15-16,PA,"Harrisburg, PA","Lancaster County, PA",42,71,676
15-16,PA,"Harrisburg, PA","Montour County, PA",42,93,91
15-16,PA,"Harrisburg, PA","York County, PA",42,133,306
15-16,PA,"Philadelphia, PA","Bucks County, PA",42,17,5475
15-16,PA,"Philadelphia, PA","Chester County, PA",42,29,4211
15-16,PA,"Philadelphia, PA","Delaware County, PA",42,45,5867
15-16,PA,"Philadelphia, PA","Montgomery County, PA",42,91,10732
15-16,PA,"Philadelphia, PA","Philadelphia County, PA",42,101,20108
15-16,PA,"Pittsburgh, PA","Allegheny County, PA",42,3,10818
15-16,PA,"Pittsburgh, PA","Beaver County, PA",42,7,543
15-16,PA,"Pittsburgh, PA","Butler County, PA",42,19,783
15-16,PA,"Pittsburgh, PA","Lawrence County, PA",42,73,91
15-16,PA,"Pittsburgh, PA","Washington County, PA",42,125,459
15-16,PA,"Scranton, PA","Bradford County, PA",42,15,230
15-16,PA,"Scranton, PA","Lackawanna County, PA",42,69,1962
15-16,PA,"Scranton, PA","Luzerne County, PA",42,79,1476
15-16,PA,"Scranton, PA","Lycoming County, PA",42,81,272
15-16,PA,"Scranton, PA","Monroe County, PA",42,89,819
15-16,RI,"Providence, RI","Bristol County, RI",44,1,315
15-16,RI,"Providence, RI","Kent County, RI",44,3,1854
15-16,RI,"Providence, RI","Newport County, RI",44,5,918
15-16,RI,"Providence, RI","Providence County, RI",44,7,5645
15-16,RI,"Providence, RI","Washington County, RI",44,9,179
15-16,SC,"Charleston, SC","Aiken County, SC",45,3,288
15-16,SC,"Charleston, SC","Beaufort County, SC",45,13,564
15-16,SC,"Charleston, SC","Berkeley County, SC",45,15,122
15-16,SC,"Charleston, SC","Charleston County, SC",45,19,1152
15-16,SC,"Charleston, SC","Dorchester County, SC",45,35,182
15-16,SC,"Charleston, SC","Florence County, SC",45,41,124
15-16,SC,"Charleston, SC","Greenville County, SC",45,45,1673
15-16,SC,"Charleston, SC","Horry County, SC",45,51,442
15-16,SC,"Charleston, SC","Richland County, SC",45,79,730
15-16,SC,"Charleston, SC","Spartanburg County, SC",45,83,103
15-16,SC,"Charleston, SC","Sumter County, SC",45,85,107
15-16,SC,"Charleston, SC","York County, SC",45,91,302
15-16,SD,"Rapid City, SD","Oglala Lakota County, SD",46,102,714
15-16,SD,"Rapid City, SD","Pennington County, SD",46,103,404
15-16,SD,"Sioux Falls, SD","Beadle County, SD",46,5,173
15-16,SD,"Sioux Falls, SD","Brown County, SD",46,13,577
15-16,SD,"Sioux Falls, SD","Clay County, SD",46,27,153
15-16,SD,"Sioux Falls, SD","Codington County, SD",46,29,240
15-16,SD,"Sioux Falls, SD","Davison County, SD",46,35,194
15-16,SD,"Sioux Falls, SD","Edmunds County, SD",46,45,21
15-16,SD,"Sioux Falls, SD","Grant County, SD",46,51,117
15-16,SD,"Sioux Falls, SD","Hughes County, SD",46,65,179
15-16,SD,"Sioux Falls, SD","Lake County, SD",46,79,82
15-16,SD,"Sioux Falls, SD","Lincoln County, SD",46,83,168
15-16,SD,"Sioux Falls, SD","Minnehaha County, SD",46,99,811
15-16,SD,"Sioux Falls, SD","Yankton County, SD",46,135,454
15-16,TN,"Knoxville, TN","Anderson County, TN",47,1,157
15-16,TN,"Knoxville, TN","Hamilton County, TN",47,65,1130
15-16,TN,"Knoxville, TN","Knox County, TN",47,93,501
15-16,TN,"Knoxville, TN","Sullivan County, TN",47,163,121
15-16,TN,"Knoxville, TN","Washington County, TN",47,179,149
15-16,TN,"Memphis, TN","Madison County, TN",47,113,266
15-16,TN,"Memphis, TN","Shelby County, TN",47,157,3331
15-16,TN,"Nashville, TN","Davidson County, TN",47,37,3204
15-16,TN,"Nashville, TN","Humphreys County, TN",47,85,89
15-16,TN,"Nashville, TN","Lawrence County, TN",47,99,161
15-16,TN,"Nashville, TN","Montgomery County, TN",47,125,126
15-16,TN,"Nashville, TN","Sumner County, TN",47,165,578
15-16,TN,"Nashville, TN","Williamson County, TN",47,187,411
15-16,TX,"Amarillo, TX","Deaf Smith County, TX",48,117,119
15-16,TX,"Amarillo, TX","Hartley County, TX",48,205,126
15-16,TX,"Amarillo, TX","Potter County, TX",48,375,216
15-16,TX,"Amarillo, TX","Randall County, TX",48,381,464
15-16,TX,"Austin, TX","Bell County, TX",48,27,377
15-16,TX,"Austin, TX","Brazos County, TX",48,41,352
15-16,TX,"Austin, TX","Fayette County, TX",48,149,115
15-16,TX,"Austin, TX","Hays County, TX",48,209,244
15-16,TX,"Austin, TX","Mclennan County, TX",48,309,644
15-16,TX,"Austin, TX","Travis County, TX",48,453,2263
15-16,TX,"Austin, TX","Williamson County, TX",48,491,1182
15-16,TX,"Beaumont, TX","Jefferson County, TX",48,245,1190
15-16,TX,"Beaumont, TX","Orange County, TX",48,361,143
15-16,TX,"Brownsville, TX","Cameron County, TX",48,61,1492
15-16,TX,"Brownsville, TX","Hidalgo County, TX",48,215,1565
15-16,TX,"Corpus Christi, TX","Aransas County, TX",48,7,158
15-16,TX,"Corpus Christi, TX","Jim Wells County, TX",48,249,360
15-16,TX,"Corpus Christi, TX","Kleberg County, TX",48,273,105
15-16,TX,"Corpus Christi, TX","Nueces County, TX",48,355,1989
15-16,TX,"Dallas, TX","Collin County, TX",48,85,2485
15-16,TX,"Dallas, TX","Dallas County, TX",48,113,10107
15-16,TX,"Dallas, TX","Ellis County, TX",48,139,187
15-16,TX,"Dallas, TX","Grayson County, TX",48,181,167
15-16,TX,"Dallas, TX","Navarro County, TX",48,349,153
15-16,TX,"El Paso, TX","El Paso County, TX",48,141,3119
15-16,TX,"Ft. Worth, TX","Cooke County, TX",48,97,436
15-16,TX,"Ft. Worth, TX","Denton County, TX",48,121,236
15-16,TX,"Ft. Worth, TX","Tarrant County, TX",48,439,4271
15-16,TX,"Ft. Worth, TX","Wichita County, TX",48,485,247
15-16,TX,"Galveston-Houston, TX","Brazoria County, TX",48,39,647
15-16,TX,"Galveston-Houston, TX","Fort Bend County, TX",48,157,1067
15-16,TX,"Galveston-Houston, TX","Galveston County, TX",48,167,677
15-16,TX,"Galveston-Houston, TX","Harris County, TX",48,201,14139
15-16,TX,"Galveston-Houston, TX","Montgomery County, TX",48,339,768
15-16,TX,"Laredo, TX","Maverick County, TX",48,323,273
15-16,TX,"Laredo, TX","Webb County, TX",48,479,1428
15-16,TX,"Lubbock, TX","Lubbock County, TX",48,303,384
15-16,TX,"San Angelo, TX","Ector County, TX",48,135,313
15-16,TX,"San Angelo, TX","Midland County, TX",48,329,444
15-16,TX,"San Angelo, TX","Tom Green County, TX",48,451,104
15-16,TX,"San Antonio, TX","Bexar County, TX",48,29,8121
15-16,TX,"San Antonio, TX","Comal County, TX",48,91,569
15-16,TX,"San Antonio, TX","Gillespie County, TX",48,171,240
15-16,TX,"San Antonio, TX","Guadalupe County, TX",48,187,167
15-16,TX,"San Antonio, TX","Kerr County, TX",48,265,244
15-16,TX,"San Antonio, TX","Medina County, TX",48,325,110
15-16,TX,"San Antonio, TX","Uvalde County, TX",48,463,90
15-16,TX,"San Antonio, TX","Val Verde County, TX",48,465,199
15-16,TX,"San Antonio, TX","Wilson County, TX",48,493,82
15-16,TX,"Tyler, TX","Angelina County, TX",48,5,133
15-16,TX,"Tyler, TX","Gregg County, TX",48,183,176
15-16,TX,"Tyler, TX","Harrison County, TX",48,203,35
15-16,TX,"Tyler, TX","Smith County, TX",48,423,599
15-16,TX,"Victoria, TX","Colorado County, TX",48,89,248
15-16,TX,"Victoria, TX","Dewitt County, TX",48,123,145
15-16,TX,"Victoria, TX","Fayette County, TX",48,149,171
15-16,TX,"Victoria, TX","Lavaca County, TX",48,285,744
15-16,TX,"Victoria, TX","Victoria County, TX",48,469,1139
15-16,TX,"Victoria, TX","Wharton County, TX",48,481,320
15-16,UT,"Salt Lake, UT","Davis County, UT",49,11,154
15-16,UT,"Salt Lake, UT","Salt Lake County, UT",49,35,4242
15-16,UT,"Salt Lake, UT","Tooele County, UT",49,45,150
15-16,UT,"Salt Lake, UT","Weber County, UT",49,57,573
15-16,VA,"Arlington, VA","Alexandria City, VA",51,510,2116
15-16,VA,"Arlington, VA","Arlington County, VA",51,13,654
15-16,VA,"Arlington, VA","Culpeper County, VA",51,47,175
15-16,VA,"Arlington, VA","Fairfax City, VA",51,600,1450
15-16,VA,"Arlington, VA","Fairfax County, VA",51,59,5255
15-16,VA,"Arlington, VA","Falls Church City, VA",51,610,451
15-16,VA,"Arlington, VA","Fauquier County, VA",51,61,266
15-16,VA,"Arlington, VA","Loudoun County, VA",51,107,699
15-16,VA,"Arlington, VA","Manassas City, VA",51,683,633
15-16,VA,"Arlington, VA","Prince William County, VA",51,153,1361
15-16,VA,"Arlington, VA","Spotsylvania County, VA",51,177,313
15-16,VA,"Arlington, VA","Stafford County, VA",51,179,545
15-16,VA,"Arlington, VA","Warren County, VA",51,187,145
15-16,VA,"Arlington, VA","Winchester City, VA",51,840,241
15-16,VA,"Richmond, VA","Albemarle County, VA",51,3,352
15-16,VA,"Richmond, VA","Bristol City, VA",51,520,138
15-16,VA,"Richmond, VA","Chesterfield County, VA",51,41,484
15-16,VA,"Richmond, VA","Danville City, VA",51,590,164
15-16,VA,"Richmond, VA","Goochland County, VA",51,75,268
15-16,VA,"Richmond, VA","Hampton City, VA",51,650,154
15-16,VA,"Richmond, VA","Henrico County, VA",51,87,335
15-16,VA,"Richmond, VA","Lynchburg City, VA",51,680,197
15-16,VA,"Richmond, VA","Montgomery County, VA",51,121,118
15-16,VA,"Richmond, VA","Newport News City, VA",51,700,576
15-16,VA,"Richmond, VA","Norfolk City, VA",51,710,984
15-16,VA,"Richmond, VA","Petersburg City, VA",51,730,154
15-16,VA,"Richmond, VA","Portsmouth City, VA",51,740,181
15-16,VA,"Richmond, VA","Powhatan County, VA",51,145,287
15-16,VA,"Richmond, VA","Richmond City, VA",51,760,880
15-16,VA,"Richmond, VA","Roanoke City, VA",51,770,472
15-16,VA,"Richmond, VA","Virginia Beach City, VA",51,810,2256
15-16,VT,"Burlington, VT","Addison County, VT",50,1,42
15-16,VT,"Burlington, VT","Bennington County, VT",50,3,165
15-16,VT,"Burlington, VT","Caledonia County, VT",50,5,101
15-16,VT,"Burlington, VT","Chittenden County, VT",50,7,814
15-16,VT,"Burlington, VT","Lamoille County, VT",50,15,129
15-16,VT,"Burlington, VT","Orleans County, VT",50,19,73
15-16,VT,"Burlington, VT","Rutland County, VT",50,21,209
15-16,VT,"Burlington, VT","Washington County, VT",50,23,97
15-16,VT,"Burlington, VT","Windham County, VT",50,25,108
15-16,WA,"Seattle, WA","Clallam County, WA",53,9,138
15-16,WA,"Seattle, WA","Clark County, WA",53,11,1177
15-16,WA,"Seattle, WA","Cowlitz County, WA",53,15,125
15-16,WA,"Seattle, WA","Grays Harbor County, WA",53,27,144
15-16,WA,"Seattle, WA","King County, WA",53,33,11435
15-16,WA,"Seattle, WA","Kitsap County, WA",53,35,80
15-16,WA,"Seattle, WA","Lewis County, WA",53,41,147
15-16,WA,"Seattle, WA","Pierce County, WA",53,53,3121
15-16,WA,"Seattle, WA","Skagit County, WA",53,57,241
15-16,WA,"Seattle, WA","Snohomish County, WA",53,61,1296
15-16,WA,"Seattle, WA","Thurston County, WA",53,67,400
15-16,WA,"Seattle, WA","Whatcom County, WA",53,73,205
15-16,WA,"Spokane, WA","Asotin County, WA",53,3,112
15-16,WA,"Spokane, WA","Franklin County, WA",53,21,400
15-16,WA,"Spokane, WA","Spokane County, WA",53,63,2592
15-16,WA,"Spokane, WA","Walla Walla County, WA",53,71,357
15-16,WA,"Spokane, WA","Whitman County, WA",53,75,36
15-16,WA,"Yakima, WA","Benton County, WA",53,5,457
15-16,WA,"Yakima, WA","Chelan County, WA",53,7,219
15-16,WA,"Yakima, WA","Grant County, WA",53,25,104
15-16,WA,"Yakima, WA","Yakima County, WA",53,77,763
15-16,WI,"Green Bay, WI","Brown County, WI",55,9,2259
15-16,WI,"Green Bay, WI","Calumet County, WI",55,15,303
15-16,WI,"Green Bay, WI","Door County, WI",55,29,113
15-16,WI,"Green Bay, WI","Kewaunee County, WI",55,61,223
15-16,WI,"Green Bay, WI","Langlade County, WI",55,67,192
15-16,WI,"Green Bay, WI","Manitowoc County, WI",55,71,744
15-16,WI,"Green Bay, WI","Marinette County, WI",55,75,226
15-16,WI,"Green Bay, WI","Oconto County, WI",55,83,52
15-16,WI,"Green Bay, WI","Outagamie County, WI",55,87,2090
15-16,WI,"Green Bay, WI","Shawano County, WI",55,115,98
15-16,WI,"Green Bay, WI","Waupaca County, WI",55,135,117
15-16,WI,"Green Bay, WI","Winnebago County, WI",55,139,880
15-16,WI,"La Crosse, WI","Buffalo County, WI",55,11,31
15-16,WI,"La Crosse, WI","Chippewa County, WI",55,17,1061
15-16,WI,"La Crosse, WI","Clark County, WI",55,19,196
15-16,WI,"La Crosse, WI","Crawford County, WI",55,23,125
15-16,WI,"La Crosse, WI","Dunn County, WI",55,33,126
15-16,WI,"La Crosse, WI","Eau Claire County, WI",55,35,772
15-16,WI,"La Crosse, WI","Juneau County, WI",55,57,176
15-16,WI,"La Crosse, WI","La Crosse County, WI",55,63,956
15-16,WI,"La Crosse, WI","Marathon County, WI",55,73,1027
15-16,WI,"La Crosse, WI","Monroe County, WI",55,81,355
15-16,WI,"La Crosse, WI","Pierce County, WI",55,93,225
15-16,WI,"La Crosse, WI","Portage County, WI",55,97,785
15-16,WI,"La Crosse, WI","Richland County, WI",55,103,143
15-16,WI,"La Crosse, WI","Trempealeau County, WI",55,121,202
15-16,WI,"La Crosse, WI","Vernon County, WI",55,123,33
15-16,WI,"La Crosse, WI","Wood County, WI",55,141,854
15-16,WI,"Madison, WI","Columbia County, WI",55,21,268
15-16,WI,"Madison, WI","Dane County, WI",55,25,3360
15-16,WI,"Madison, WI","Grant County, WI",55,43,534
15-16,WI,"Madison, WI","Green County, WI",55,45,126
15-16,WI,"Madison, WI","Green Lake County, WI",55,47,196
15-16,WI,"Madison, WI","Iowa County, WI",55,49,168
15-16,WI,"Madison, WI","Jefferson County, WI",55,55,619
15-16,WI,"Madison, WI","Lafayette County, WI",55,65,28
15-16,WI,"Madison, WI","Rock County, WI",55,105,587
15-16,WI,"Madison, WI","Sauk County, WI",55,111,554
15-16,WI,"Milwaukee, WI","Dodge County, WI",55,27,247
15-16,WI,"Milwaukee, WI","Fond Du Lac County, WI",55,39,483
15-16,WI,"Milwaukee, WI","Kenosha County, WI",55,59,819
15-16,WI,"Milwaukee, WI","Milwaukee County, WI",55,79,16860
15-16,WI,"Milwaukee, WI","Ozaukee County, WI",55,89,858
15-16,WI,"Milwaukee, WI","Racine County, WI",55,101,1799
15-16,WI,"Milwaukee, WI","Sheboygan County, WI",55,117,380
15-16,WI,"Milwaukee, WI","Walworth County, WI",55,127,417
15-16,WI,"Milwaukee, WI","Washington County, WI",55,131,1121
15-16,WI,"Milwaukee, WI","Waukesha County, WI",55,133,4642
15-16,WI,"Superior, WI","Ashland County, WI",55,3,108
15-16,WI,"Superior, WI","Barron County, WI",55,5,193
15-16,WI,"Superior, WI","Douglas County, WI",55,31,218
15-16,WI,"Superior, WI","Lincoln County, WI",55,69,176
15-16,WI,"Superior, WI","Oneida County, WI",55,85,254
15-16,WI,"Superior, WI","Price County, WI",55,99,85
15-16,WI,"Superior, WI","Rusk County, WI",55,107,95
15-16,WI,"Superior, WI","Sawyer County, WI",55,113,22
15-16,WI,"Superior, WI","St. Croix County, WI",55,109,673
15-16,WI,"Superior, WI","Taylor County, WI",55,119,123
15-16,WI,"Superior, WI","Washburn County, WI",55,129,102
15-16,WV,"Wheeling-Charleston, WV","Berkeley County, WV",54,3,313
15-16,WV,"Wheeling-Charleston, WV","Cabell County, WV",54,11,744
15-16,WV,"Wheeling-Charleston, WV","Fayette County, WV",54,19,100
15-16,WV,"Wheeling-Charleston, WV","Hancock County, WV",54,29,574
15-16,WV,"Wheeling-Charleston, WV","Harrison County, WV",54,33,400
15-16,WV,"Wheeling-Charleston, WV","Jefferson County, WV",54,37,33
15-16,WV,"Wheeling-Charleston, WV","Kanawha County, WV",54,39,1011
15-16,WV,"Wheeling-Charleston, WV","Lewis County, WV",54,41,166
15-16,WV,"Wheeling-Charleston, WV","Marion County, WV",54,49,178
15-16,WV,"Wheeling-Charleston, WV","Marshall County, WV",54,51,404
15-16,WV,"Wheeling-Charleston, WV","Monongalia County, WV",54,61,396
15-16,WV,"Wheeling-Charleston, WV","Ohio County, WV",54,69,530
15-16,WV,"Wheeling-Charleston, WV","Raleigh County, WV",54,81,174
15-16,WV,"Wheeling-Charleston, WV","Wood County, WV",54,107,288
15-16,WY,"Cheyenne, WY","Albany County, WY",56,1,45
15-16,WY,"Cheyenne, WY","Campbell County, WY",56,5,225
15-16,WY,"Cheyenne, WY","Fremont County, WY",56,13,92
15-16,WY,"Cheyenne, WY","Goshen County, WY",56,15,49
15-16,WY,"Cheyenne, WY","Laramie County, WY",56,21,197
15-16,WY,"Cheyenne, WY","Sheridan County, WY",56,33,121
15-16,WY,"Cheyenne, WY","Sweetwater County, WY",56,37,63
17-18,AK,"Anchorage, AK","Anchorage Municipality, AK",2,20,368
17-18,AK,"Anchorage, AK","Kodiak Island Borough, AK",2,150,79
17-18,AK,"Anchorage, AK","Matanuska-Susitna Borough, AK",2,170,70
17-18,AK,"Fairbanks, AK","Fairbanks North Star Borough, AK",2,90,420
17-18,AK,"Juneau, AK","Ketchikan Gateway Borough, AK",2,130,80
17-18,AL,"Birmingham, AL","Calhoun County, AL",1,15,268
17-18,AL,"Birmingham, AL","Cullman County, AL",1,43,367
17-18,AL,"Birmingham, AL","Etowah County, AL",1,55,137
17-18,AL,"Birmingham, AL","Jefferson County, AL",1,73,2164
17-18,AL,"Birmingham, AL","Madison County, AL",1,89,1494
17-18,AL,"Birmingham, AL","Morgan County, AL",1,103,124
17-18,AL,"Birmingham, AL","Tuscaloosa County, AL",1,125,558
17-18,AL,"Mobile, AL","Baldwin County, AL",1,3,1060
17-18,AL,"Mobile, AL","Macon County, AL",1,87,61
17-18,AL,"Mobile, AL","Mobile County, AL",1,97,3527
17-18,AL,"Mobile, AL","Montgomery County, AL",1,101,868
17-18,AR,"Little Rock, AR","Benton County, AR",5,7,374
17-18,AR,"Little Rock, AR","Craighead County, AR",5,31,107
17-18,AR,"Little Rock, AR","Crittenden County, AR",5,35,138
17-18,AR,"Little Rock, AR","Faulkner County, AR",5,45,502
17-18,AR,"Little Rock, AR","Garland County, AR",5,51,119
17-18,AR,"Little Rock, AR","Greene County, AR",5,55,65
17-18,AR,"Little Rock, AR","Logan County, AR",5,83,279
17-18,AR,"Little Rock, AR","Pope County, AR",5,115,91
17-18,AR,"Little Rock, AR","Pulaski County, AR",5,119,3282
17-18,AR,"Little Rock, AR","Randolph County, AR",5,121,111
17-18,AR,"Little Rock, AR","Saline County, AR",5,125,61
17-18,AR,"Little Rock, AR","Sebastian County, AR",5,131,625
17-18,AR,"Little Rock, AR","Washington County, AR",5,143,290
17-18,AZ,"Gallup, NM","Apache County, AZ",4,1,344
17-18,AZ,"Phoenix, AZ","Coconino County, AZ",4,5,199
17-18,AZ,"Phoenix, AZ","Maricopa County, AZ",4,13,12340
17-18,AZ,"Phoenix, AZ","Mohave County, AZ",4,15,40
17-18,AZ,"Phoenix, AZ","Navajo County, AZ",4,17,140
17-18,AZ,"Phoenix, AZ","Yavapai County, AZ",4,25,396
17-18,AZ,"Tucson, AZ","Cochise County, AZ",4,3,228
17-18,AZ,"Tucson, AZ","Gila County, AZ",4,7,159
17-18,AZ,"Tucson, AZ","Pima County, AZ",4,19,3680
17-18,AZ,"Tucson, AZ","Pinal County, AZ",4,21,354
17-18,AZ,"Tucson, AZ","Santa Cruz County, AZ",4,23,331
17-18,AZ,"Tucson, AZ","Yuma County, AZ",4,27,620
17-18,CA,"Fresno, CA","Fresno County, CA",6,19,2215
17-18,CA,"Fresno, CA","Kern County, CA",6,29,1480
17-18,CA,"Fresno, CA","Kings County, CA",6,31,135
