School Year,State,Diocese,County & State,State ANSI Code,County Code,Enrollment
17-18,CA,"Fresno, CA","Madera County, CA",6,39,248
17-18,CA,"Fresno, CA","Merced County, CA",6,47,404
17-18,CA,"Fresno, CA","Tulare County, CA",6,107,376
17-18,CA,"Los Angeles, CA","Los Angeles County, CA",6,37,57499
17-18,CA,"Los Angeles, CA","Santa Barbara County, CA",6,83,1435
17-18,CA,"Los Angeles, CA","Ventura County, CA",6,111,7913
17-18,CA,"Monterey, CA","Monterey County, CA",6,53,2162
17-18,CA,"Monterey, CA","San Benito County, CA",6,69,186
17-18,CA,"Monterey, CA","San Luis Obispo County, CA",6,79,1217
17-18,CA,"Monterey, CA","Santa Cruz County, CA",6,87,942
17-18,CA,"Oakland, CA","Alameda County, CA",6,1,8101
17-18,CA,"Oakland, CA","Contra Costa County, CA",6,13,6207
17-18,CA,"Orange, CA","Orange County, CA",6,59,17311
17-18,CA,"Sacramento, CA","Butte County, CA",6,7,328
17-18,CA,"Sacramento, CA","Colusa County, CA",6,11,99
17-18,CA,"Sacramento, CA","El Dorado County, CA",6,17,265
17-18,CA,"Sacramento, CA","Nevada County, CA",6,57,134
17-18,CA,"Sacramento, CA","Placer County, CA",6,61,392
17-18,CA,"Sacramento, CA","Sacramento County, CA",6,67,7833
17-18,CA,"Sacramento, CA","Shasta County, CA",6,89,167
17-18,CA,"Sacramento, CA","Solano County, CA",6,95,2019
17-18,CA,"Sacramento, CA","Sutter County, CA",6,101,240
17-18,CA,"Sacramento, CA","Tehama County, CA",6,103,100
17-18,CA,"Sacramento, CA","Yolo County, CA",6,113,395
17-18,CA,"San Bernardino, CA","Riverside County, CA",6,65,4468
17-18,CA,"San Bernardino, CA","San Bernardino County, CA",6,71,3419
17-18,CA,"San Diego, CA","Imperial County, CA",6,25,889
17-18,CA,"San Diego, CA","San Diego County, CA",6,73,12179
17-18,CA,"San Francisco, CA","Marin County, CA",6,41,2664
17-18,CA,"San Francisco, CA","San Francisco County, CA",6,75,11841
17-18,CA,"San Francisco, CA","San Mateo County, CA",6,81,8137
17-18,CA,"San Jose, CA","Santa Clara County, CA",6,85,13057
17-18,CA,"Santa Rosa, CA","Humboldt County, CA",6,23,243
17-18,CA,"Santa Rosa, CA","Mendocino County, CA",6,45,188
17-18,CA,"Santa Rosa, CA","Napa County, CA",6,55,3272
17-18,CA,"Santa Rosa, CA","Sonoma County, CA",6,97,2229
17-18,CA,"Stockton, CA","San Joaquin County, CA",6,77,2444
17-18,CA,"Stockton, CA","Stanislaus County, CA",6,99,1162
17-18,CO,"Colorado Springs, CO","Arapahoe County, CO",8,5,400
17-18,CO,"Colorado Springs, CO","Douglas County, CO",8,35,438
17-18,CO,"Colorado Springs, CO","El Paso County, CO",8,41,1053
17-18,CO,"Denver, CO","Adams County, CO",8,1,298
17-18,CO,"Denver, CO","Arapahoe County, CO",8,5,2673
17-18,CO,"Denver, CO","Boulder County, CO",8,13,647
17-18,CO,"Denver, CO","Broomfield County, CO",8,14,1064
17-18,CO,"Denver, CO","Denver County, CO",8,31,3750
17-18,CO,"Denver, CO","Eagle County, CO",8,37,122
17-18,CO,"Denver, CO","Garfield County, CO",8,45,162
17-18,CO,"Denver, CO","Jefferson County, CO",8,59,983
17-18,CO,"Denver, CO","Larimer County, CO",8,69,418
17-18,CO,"Denver, CO","Weld County, CO",8,123,161
17-18,CO,"Pueblo, CO","La Plata County, CO",8,67,250
17-18,CO,"Pueblo, CO","Mesa County, CO",8,77,463
17-18,CO,"Pueblo, CO","Montrose County, CO",8,85,136
17-18,CO,"Pueblo, CO","Pueblo County, CO",8,101,287
17-18,CT,"Bridgeport, CT","Fairfield County, CT",9,1,7550
17-18,CT,"Hartford, CT","Hartford County, CT",9,3,3601
17-18,CT,"Hartford, CT","Litchfield County, CT",9,5,991
17-18,CT,"Hartford, CT","New Haven County, CT",9,9,5735
17-18,CT,"Norwich, CT","Middlesex County, CT",9,7,833
17-18,CT,"Norwich, CT","New London County, CT",9,11,1098
17-18,CT,"Norwich, CT","Windham County, CT",9,15,789
17-18,DC,"Washington, DC","District Of Columbia, DC",11,1,4778
17-18,DE,"Wilmington, DE","Kent County, DE",10,1,451
17-18,DE,"Wilmington, DE","New Castle County, DE",10,3,5676
17-18,FL,"Miami, FL","Broward County, FL",12,11,12314
17-18,FL,"Miami, FL","Miami-Dade County, FL",12,86,20106
17-18,FL,"Miami, FL","Monroe County, FL",12,87,277
17-18,FL,"Orlando, FL","Brevard County, FL",12,9,2832
17-18,FL,"Orlando, FL","Lake County, FL",12,69,230
17-18,FL,"Orlando, FL","Marion County, FL",12,83,1153
17-18,FL,"Orlando, FL","Orange County, FL",12,95,3936
17-18,FL,"Orlando, FL","Osceola County, FL",12,97,430
17-18,FL,"Orlando, FL","Polk County, FL",12,105,1390
17-18,FL,"Orlando, FL","Seminole County, FL",12,117,1341
17-18,FL,"Orlando, FL","Volusia County, FL",12,127,1691
17-18,FL,"Palm Beach, FL","Martin County, FL",12,85,144
17-18,FL,"Palm Beach, FL","Palm Beach County, FL",12,99,3332
17-18,FL,"Palm Beach, FL","St. Lucie County, FL",12,111,926
17-18,FL,"Pensacola-Tallahassee, FL","Bay County, FL",12,5,280
17-18,FL,"Pensacola-Tallahassee, FL","Escambia County, FL",12,33,1573
17-18,FL,"Pensacola-Tallahassee, FL","Leon County, FL",12,73,596
17-18,FL,"Pensacola-Tallahassee, FL","Okaloosa County, FL",12,91,335
17-18,FL,"St. Augustine, FL","Alachua County, FL",12,1,1068
17-18,FL,"St. Augustine, FL","Clay County, FL",12,19,404
17-18,FL,"St. Augustine, FL","Columbia County, FL",12,23,141
17-18,FL,"St. Augustine, FL","Duval County, FL",12,31,6985
17-18,FL,"St. Augustine, FL","Flagler County, FL",12,35,191
17-18,FL,"St. Augustine, FL","Nassau County, FL",12,89,246
17-18,FL,"St. Augustine, FL","St. Johns County, FL",12,109,1201
17-18,FL,"St. Petersburg, FL","Hernando County, FL",12,53,247
17-18,FL,"St. Petersburg, FL","Hillsborough County, FL",12,57,5055
17-18,FL,"St. Petersburg, FL","Pasco County, FL",12,101,712
17-18,FL,"St. Petersburg, FL","Pinellas County, FL",12,103,4419
17-18,FL,"Venice, FL","Charlotte County, FL",12,15,276
17-18,FL,"Venice, FL","Collier County, FL",12,21,1232
17-18,FL,"Venice, FL","Highlands County, FL",12,55,180
17-18,FL,"Venice, FL","Lee County, FL",12,71,1419
17-18,FL,"Venice, FL","Manatee County, FL",12,81,253
17-18,FL,"Venice, FL","Sarasota County, FL",12,115,1287
17-18,GA,"Atlanta, GA","Clarke County, GA",13,59,399
17-18,GA,"Atlanta, GA","Cobb County, GA",13,67,452
17-18,GA,"Atlanta, GA","Dekalb County, GA",13,89,3231
17-18,GA,"Atlanta, GA","Fayette County, GA",13,113,283
17-18,GA,"Atlanta, GA","Floyd County, GA",13,115,215
17-18,GA,"Atlanta, GA","Forsyth County, GA",13,117,784
17-18,GA,"Atlanta, GA","Fulton County, GA",13,121,5538
17-18,GA,"Atlanta, GA","Gwinnett County, GA",13,135,825
17-18,GA,"Savannah, GA","Bibb County, GA",13,21,1019
17-18,GA,"Savannah, GA","Chatham County, GA",13,51,868
17-18,GA,"Savannah, GA","Dougherty County, GA",13,95,127
17-18,GA,"Savannah, GA","Glynn County, GA",13,127,187
17-18,GA,"Savannah, GA","Houston County, GA",13,153,158
17-18,GA,"Savannah, GA","Lowndes County, GA",13,185,160
17-18,GA,"Savannah, GA","Muscogee County, GA",13,215,623
17-18,GA,"Savannah, GA","Richmond County, GA",13,245,673
17-18,HI,"Honolulu, HI","Hawaii County, HI",15,1,305
17-18,HI,"Honolulu, HI","Honolulu County, HI",15,3,6681
17-18,HI,"Honolulu, HI","Kauai County, HI",15,7,309
17-18,HI,"Honolulu, HI","Maui County, HI",15,9,479
17-18,IA,"Davenport, IA","Clinton County, IA",19,45,437
17-18,IA,"Davenport, IA","Des Moines County, IA",19,57,858
17-18,IA,"Davenport, IA","Johnson County, IA",19,103,923
17-18,IA,"Davenport, IA","Lee County, IA",19,111,567
17-18,IA,"Davenport, IA","Muscatine County, IA",19,139,316
17-18,IA,"Davenport, IA","Scott County, IA",19,163,1776
17-18,IA,"Davenport, IA","Wapello County, IA",19,179,136
17-18,IA,"Davenport, IA","Washington County, IA",19,183,112
17-18,IA,"Des Moines, IA","Dallas County, IA",19,49,143
17-18,IA,"Des Moines, IA","Polk County, IA",19,153,4299
17-18,IA,"Des Moines, IA","Pottawattamie County, IA",19,155,696
17-18,IA,"Des Moines, IA","Shelby County, IA",19,165,102
17-18,IA,"Des Moines, IA","Union County, IA",19,175,150
17-18,IA,"Dubuque, IA","Allamakee County, IA",19,5,201
17-18,IA,"Dubuque, IA","Black Hawk County, IA",19,13,2293
17-18,IA,"Dubuque, IA","Buchanan County, IA",19,19,328
17-18,IA,"Dubuque, IA","Cerro Gordo County, IA",19,33,552
17-18,IA,"Dubuque, IA","Chickasaw County, IA",19,37,181
17-18,IA,"Dubuque, IA","Clayton County, IA",19,43,82
17-18,IA,"Dubuque, IA","Delaware County, IA",19,55,235
17-18,IA,"Dubuque, IA","Dubuque County, IA",19,61,3359
17-18,IA,"Dubuque, IA","Fayette County, IA",19,65,113
17-18,IA,"Dubuque, IA","Floyd County, IA",19,67,241
17-18,IA,"Dubuque, IA","Hamilton County, IA",19,79,73
17-18,IA,"Dubuque, IA","Howard County, IA",19,89,267
17-18,IA,"Dubuque, IA","Jackson County, IA",19,97,361
17-18,IA,"Dubuque, IA","Jones County, IA",19,105,234
17-18,IA,"Dubuque, IA","Linn County, IA",19,113,2683
17-18,IA,"Dubuque, IA","Marshall County, IA",19,127,212
17-18,IA,"Dubuque, IA","Winneshiek County, IA",19,191,373
17-18,IA,"Sioux City, IA","Boone County, IA",19,15,176
17-18,IA,"Sioux City, IA","Carroll County, IA",19,27,1140
17-18,IA,"Sioux City, IA","Clay County, IA",19,41,194
17-18,IA,"Sioux City, IA","Kossuth County, IA",19,109,747
17-18,IA,"Sioux City, IA","O'Brien County, IA",19,141,78
17-18,IA,"Sioux City, IA","Palo Alto County, IA",19,147,124
17-18,IA,"Sioux City, IA","Plymouth County, IA",19,149,432
17-18,IA,"Sioux City, IA","Pocahontas County, IA",19,151,85
17-18,IA,"Sioux City, IA","Sioux County, IA",19,167,169
17-18,IA,"Sioux City, IA","Webster County, IA",19,187,660
17-18,IA,"Sioux City, IA","Woodbury County, IA",19,193,2169
17-18,ID,"Boise, ID","Ada County, ID",16,1,1855
17-18,ID,"Boise, ID","Bannock County, ID",16,5,177
17-18,ID,"Boise, ID","Bonneville County, ID",16,19,160
17-18,ID,"Boise, ID","Canyon County, ID",16,27,160
17-18,ID,"Boise, ID","Idaho County, ID",16,49,152
17-18,ID,"Boise, ID","Kootenai County, ID",16,55,486
17-18,ID,"Boise, ID","Latah County, ID",16,57,78
17-18,ID,"Boise, ID","Minidoka County, ID",16,67,152
17-18,ID,"Boise, ID","Nez Perce County, ID",16,69,149
17-18,ID,"Boise, ID","Twin Falls County, ID",16,83,124
17-18,IL,"Belleville, IL","Clinton County, IL",17,27,679
17-18,IL,"Belleville, IL","Franklin County, IL",17,55,62
17-18,IL,"Belleville, IL","Jackson County, IL",17,77,164
17-18,IL,"Belleville, IL","Marion County, IL",17,121,73
17-18,IL,"Belleville, IL","Monroe County, IL",17,133,827
17-18,IL,"Belleville, IL","Perry County, IL",17,145,130
17-18,IL,"Belleville, IL","Randolph County, IL",17,157,163
17-18,IL,"Belleville, IL","Richland County, IL",17,159,503
17-18,IL,"Belleville, IL","St. Clair County, IL",17,163,1850
17-18,IL,"Belleville, IL","Wabash County, IL",17,185,133
17-18,IL,"Belleville, IL","Washington County, IL",17,189,75
17-18,IL,"Belleville, IL","Williamson County, IL",17,199,280
17-18,IL,"Chicago, IL","Cook County, IL",17,31,55580
17-18,IL,"Chicago, IL","Lake County, IL",17,97,5267
17-18,IL,"Chicago, IL","Will County, IL",17,197,31
17-18,IL,"Joliet, IL","Dupage County, IL",17,43,8847
17-18,IL,"Joliet, IL","Grundy County, IL",17,63,398
17-18,IL,"Joliet, IL","Kankakee County, IL",17,91,314
17-18,IL,"Joliet, IL","Kendall County, IL",17,93,211
17-18,IL,"Joliet, IL","Will County, IL",17,197,5880
17-18,IL,"Peoria, IL","Champaign County, IL",17,19,1216
17-18,IL,"Peoria, IL","Hancock County, IL",17,67,85
17-18,IL,"Peoria, IL","Lasalle County, IL",17,99,1435
17-18,IL,"Peoria, IL","Livingston County, IL",17,105,207
17-18,IL,"Peoria, IL","Mcdonough County, IL",17,109,150
17-18,IL,"Peoria, IL","Mclean County, IL",17,113,1790
17-18,IL,"Peoria, IL","Peoria County, IL",17,143,2757
17-18,IL,"Peoria, IL","Rock Island County, IL",17,161,1508
17-18,IL,"Peoria, IL","Tazewell County, IL",17,179,671
17-18,IL,"Peoria, IL","Vermilion County, IL",17,183,76
17-18,IL,"Peoria, IL","Warren County, IL",17,187,165
17-18,IL,"Peoria, IL","Woodford County, IL",17,203,121
17-18,IL,"Rockford, IL","Boone County, IL",17,7,121
17-18,IL,"Rockford, IL","Dekalb County, IL",17,37,386
17-18,IL,"Rockford, IL","Jo Daviess County, IL",17,85,59
17-18,IL,"Rockford, IL","Kane County, IL",17,89,5027
17-18,IL,"Rockford, IL","Lee County, IL",17,103,80
17-18,IL,"Rockford, IL","Mchenry County, IL",17,111,2148
17-18,IL,"Rockford, IL","Stephenson County, IL",17,177,345
17-18,IL,"Rockford, IL","Whiteside County, IL",17,195,517
17-18,IL,"Rockford, IL","Winnebago County, IL",17,201,2671
17-18,IL,"Springfield, IL","Adams County, IL",17,1,1299
17-18,IL,"Springfield, IL","Brown County, IL",17,9,75
17-18,IL,"Springfield, IL","Calhoun County, IL",17,13,159
17-18,IL,"Springfield, IL","Christian County, IL",17,21,348
17-18,IL,"Springfield, IL","Coles County, IL",17,29,72
17-18,IL,"Springfield, IL","Edgar County, IL",17,45,48
17-18,IL,"Springfield, IL","Effingham County, IL",17,49,919
17-18,IL,"Springfield, IL","Greene County, IL",17,61,212
17-18,IL,"Springfield, IL","Jasper County, IL",17,79,152
17-18,IL,"Springfield, IL","Jersey County, IL",17,83,339
17-18,IL,"Springfield, IL","Macon County, IL",17,115,589
17-18,IL,"Springfield, IL","Madison County, IL",17,119,2569
17-18,IL,"Springfield, IL","Montgomery County, IL",17,135,82
17-18,IL,"Springfield, IL","Morgan County, IL",17,137,449
17-18,IL,"Springfield, IL","Sangamon County, IL",17,167,2363
17-18,IL,"Springfield, IL","Shelby County, IL",17,173,162
17-18,IN,"Evansville, IN","Daviess County, IN",18,27,488
17-18,IN,"Evansville, IN","Dubois County, IN",18,37,766
17-18,IN,"Evansville, IN","Gibson County, IN",18,51,494
17-18,IN,"Evansville, IN","Knox County, IN",18,83,407
17-18,IN,"Evansville, IN","Posey County, IN",18,129,532
17-18,IN,"Evansville, IN","Spencer County, IN",18,147,131
17-18,IN,"Evansville, IN","Vanderburgh County, IN",18,163,3559
17-18,IN,"Evansville, IN","Warrick County, IN",18,173,363
17-18,IN,"Ft. Wayne-South Bend, IN","Adams County, IN",18,1,437
17-18,IN,"Ft. Wayne-South Bend, IN","Allen County, IN",18,3,5667
17-18,IN,"Ft. Wayne-South Bend, IN","Dekalb County, IN",18,33,93
17-18,IN,"Ft. Wayne-South Bend, IN","Elkhart County, IN",18,39,552
17-18,IN,"Ft. Wayne-South Bend, IN","Huntington County, IN",18,69,148
17-18,IN,"Ft. Wayne-South Bend, IN","Kosciusko County, IN",18,85,201
17-18,IN,"Ft. Wayne-South Bend, IN","Marshall County, IN",18,99,176
17-18,IN,"Ft. Wayne-South Bend, IN","St. Joseph County, IN",18,141,6213
17-18,IN,"Ft. Wayne-South Bend, IN","Wabash County, IN",18,169,85
17-18,IN,"Gary, IN","Lake County, IN",18,89,3040
17-18,IN,"Gary, IN","Laporte County, IN",18,91,800
17-18,IN,"Gary, IN","Porter County, IN",18,127,444
17-18,IN,"Indianapolis, IN","Bartholomew County, IN",18,5,387
17-18,IN,"Indianapolis, IN","Clark County, IN",18,19,1341
17-18,IN,"Indianapolis, IN","Dearborn County, IN",18,29,276
17-18,IN,"Indianapolis, IN","Decatur County, IN",18,31,327
17-18,IN,"Indianapolis, IN","Fayette County, IN",18,41,159
17-18,IN,"Indianapolis, IN","Floyd County, IN",18,43,921
17-18,IN,"Indianapolis, IN","Franklin County, IN",18,47,418
17-18,IN,"Indianapolis, IN","Hancock County, IN",18,59,177
17-18,IN,"Indianapolis, IN","Harrison County, IN",18,61,92
17-18,IN,"Indianapolis, IN","Jackson County, IN",18,71,150
17-18,IN,"Indianapolis, IN","Jefferson County, IN",18,77,462
17-18,IN,"Indianapolis, IN","Jennings County, IN",18,79,237
17-18,IN,"Indianapolis, IN","Johnson County, IN",18,81,1080
17-18,IN,"Indianapolis, IN","Lawrence County, IN",18,93,177
17-18,IN,"Indianapolis, IN","Marion County, IN",18,97,13440
17-18,IN,"Indianapolis, IN","Monroe County, IN",18,105,427
17-18,IN,"Indianapolis, IN","Ripley County, IN",18,137,506
17-18,IN,"Indianapolis, IN","Rush County, IN",18,139,119
17-18,IN,"Indianapolis, IN","Shelby County, IN",18,145,127
17-18,IN,"Indianapolis, IN","Vigo County, IN",18,167,354
17-18,IN,"Indianapolis, IN","Wayne County, IN",18,177,580
17-18,IN,"Lafayette, IN","Benton County, IN",18,7,86
17-18,IN,"Lafayette, IN","Delaware County, IN",18,35,56
17-18,IN,"Lafayette, IN","Grant County, IN",18,53,135
17-18,IN,"Lafayette, IN","Hamilton County, IN",18,57,2741
17-18,IN,"Lafayette, IN","Jasper County, IN",18,73,102
17-18,IN,"Lafayette, IN","Madison County, IN",18,95,364
17-18,IN,"Lafayette, IN","Tippecanoe County, IN",18,157,1073
17-18,KS,"Dodge City, KS","Barton County, KS",20,9,73
17-18,KS,"Dodge City, KS","Finney County, KS",20,55,263
17-18,KS,"Dodge City, KS","Ford County, KS",20,57,151
17-18,KS,"Dodge City, KS","Ness County, KS",20,135,57
17-18,KS,"Kansas City, KS","Anderson County, KS",20,3,82
17-18,KS,"Kansas City, KS","Atchison County, KS",20,5,431
17-18,KS,"Kansas City, KS","Douglas County, KS",20,45,622
17-18,KS,"Kansas City, KS","Franklin County, KS",20,59,69
17-18,KS,"Kansas City, KS","Johnson County, KS",20,91,7482
17-18,KS,"Kansas City, KS","Leavenworth County, KS",20,103,75
17-18,KS,"Kansas City, KS","Lyon County, KS",20,111,71
17-18,KS,"Kansas City, KS","Miami County, KS",20,121,100
17-18,KS,"Kansas City, KS","Nemaha County, KS",20,131,228
17-18,KS,"Kansas City, KS","Shawnee County, KS",20,177,1650
17-18,KS,"Kansas City, KS","Wyandotte County, KS",20,209,1576
17-18,KS,"Salina, KS","Dickinson County, KS",20,41,112
17-18,KS,"Salina, KS","Ellis County, KS",20,51,780
17-18,KS,"Salina, KS","Geary County, KS",20,61,155
17-18,KS,"Salina, KS","Logan County, KS",20,109,79
17-18,KS,"Salina, KS","Mitchell County, KS",20,123,340
17-18,KS,"Salina, KS","Riley County, KS",20,161,261
17-18,KS,"Salina, KS","Thomas County, KS",20,193,110
17-18,KS,"Salina, KS","Washington County, KS",20,201,87
17-18,KS,"Wichita, KS","Bourbon County, KS",20,11,55
17-18,KS,"Wichita, KS","Butler County, KS",20,15,109
17-18,KS,"Wichita, KS","Cowley County, KS",20,35,139
17-18,KS,"Wichita, KS","Crawford County, KS",20,37,216
17-18,KS,"Wichita, KS","Harvey County, KS",20,79,202
17-18,KS,"Wichita, KS","Kingman County, KS",20,95,165
17-18,KS,"Wichita, KS","Mcpherson County, KS",20,113,115
17-18,KS,"Wichita, KS","Montgomery County, KS",20,125,105
17-18,KS,"Wichita, KS","Neosho County, KS",20,133,100
17-18,KS,"Wichita, KS","Reno County, KS",20,155,721
17-18,KS,"Wichita, KS","Sedgwick County, KS",20,173,7002
17-18,KS,"Wichita, KS","Sumner County, KS",20,191,96
17-18,KY,"Covington, KY","Boone County, KY",21,15,1295
17-18,KY,"Covington, KY","Bracken County, KY",21,23,42
17-18,KY,"Covington, KY","Campbell County, KY",21,37,2799
17-18,KY,"Covington, KY","Harrison County, KY",21,97,60
17-18,KY,"Covington, KY","Kenton County, KY",21,117,4537
17-18,KY,"Covington, KY","Mason County, KY",21,161,199
17-18,KY,"Lexington, KY","Bourbon County, KY",21,17,67
17-18,KY,"Lexington, KY","Boyd County, KY",21,19,150
17-18,KY,"Lexington, KY","Clark County, KY",21,49,146
17-18,KY,"Lexington, KY","Fayette County, KY",21,67,2449
17-18,KY,"Lexington, KY","Franklin County, KY",21,73,173
17-18,KY,"Lexington, KY","Johnson County, KY",21,115,79
17-18,KY,"Lexington, KY","Madison County, KY",21,151,68
17-18,KY,"Lexington, KY","Pike County, KY",21,195,35
17-18,KY,"Lexington, KY","Scott County, KY",21,209,159
17-18,KY,"Lexington, KY","Woodford County, KY",21,239,183
17-18,KY,"Louisville, KY","Hardin County, KY",21,93,491
17-18,KY,"Louisville, KY","Jefferson County, KY",21,111,16621
17-18,KY,"Louisville, KY","Marion County, KY",21,155,160
17-18,KY,"Louisville, KY","Nelson County, KY",21,179,766
17-18,KY,"Louisville, KY","Shelby County, KY",21,211,72
17-18,KY,"Owensboro, KY","Breckinridge County, KY",21,27,237
17-18,KY,"Owensboro, KY","Christian County, KY",21,47,145
17-18,KY,"Owensboro, KY","Daviess County, KY",21,59,1438
17-18,KY,"Owensboro, KY","Grayson County, KY",21,85,56
17-18,KY,"Owensboro, KY","Henderson County, KY",21,101,413
17-18,KY,"Owensboro, KY","Hopkins County, KY",21,107,86
17-18,KY,"Owensboro, KY","Mccracken County, KY",21,145,348
17-18,KY,"Owensboro, KY","Warren County, KY",21,227,324
17-18,LA,"Alexandria, LA","Avoyelles Parish, LA",22,9,1033
17-18,LA,"Alexandria, LA","Natchitoches Parish, LA",22,69,386
17-18,LA,"Alexandria, LA","Rapides Parish, LA",22,79,1216
17-18,LA,"Baton Rouge, LA","Ascension Parish, LA",22,5,825
17-18,LA,"Baton Rouge, LA","Assumption Parish, LA",22,7,236
17-18,LA,"Baton Rouge, LA","East Baton Rouge Parish, LA",22,33,9138
17-18,LA,"Baton Rouge, LA","Iberville Parish, LA",22,47,451
17-18,LA,"Baton Rouge, LA","Pointe Coupee Parish, LA",22,77,607
17-18,LA,"Baton Rouge, LA","St. James Parish, LA",22,93,318
17-18,LA,"Baton Rouge, LA","Tangipahoa Parish, LA",22,105,1114
17-18,LA,"Baton Rouge, LA","West Baton Rouge Parish, LA",22,121,809
17-18,LA,"Houma-Thibodaux, LA","Lafourche Parish, LA",22,57,1211
17-18,LA,"Houma-Thibodaux, LA","St. Mary Parish, LA",22,101,463
17-18,LA,"Houma-Thibodaux, LA","Terrebonne Parish, LA",22,109,2077
17-18,LA,"Lafayette, LA","Acadia Parish, LA",22,1,1240
17-18,LA,"Lafayette, LA","Evangeline Parish, LA",22,39,386
17-18,LA,"Lafayette, LA","Iberia Parish, LA",22,45,1124
17-18,LA,"Lafayette, LA","Lafayette Parish, LA",22,55,6160
17-18,LA,"Lafayette, LA","St. Landry Parish, LA",22,97,989
17-18,LA,"Lafayette, LA","St. Martin Parish, LA",22,99,504
17-18,LA,"Lafayette, LA","St. Mary Parish, LA",22,101,301
17-18,LA,"Lafayette, LA","Vermilion Parish, LA",22,113,359
17-18,LA,"Lake Charles, LA","Calcasieu Parish, LA",22,19,2474
